Lp,Periods,Correlation,Methods
17534,8,0.17133263561834988,DARIA-VIKOR/AVG VIKOR
17535,8,0.9339133089133089,AVG TOPSIS/AVG VIKOR
17536,9,0.8974795046223618,DARIA-TOPSIS/DARIA-VIKOR
17537,9,0.08366038723181579,DARIA-TOPSIS/AVG TOPSIS
17538,9,0.07681405895691606,DARIA-VIKOR/AVG VIKOR
17539,9,0.8004753183324612,AVG TOPSIS/AVG VIKOR
17540,10,0.8686115471829757,DARIA-TOPSIS/DARIA-VIKOR
17541,10,0.11909122623408341,DARIA-TOPSIS/AVG TOPSIS
17542,10,0.121293389150532,DARIA-VIKOR/AVG VIKOR
17543,10,0.9500697714983429,AVG TOPSIS/AVG VIKOR
17544,5,0.9221829757544043,DARIA-TOPSIS/DARIA-VIKOR
17545,5,-0.06879033664747958,DARIA-TOPSIS/AVG TOPSIS
17546,5,-0.03639019710448288,DARIA-VIKOR/AVG VIKOR
17547,5,0.928615035757893,AVG TOPSIS/AVG VIKOR
17548,6,0.8872754229897087,DARIA-TOPSIS/DARIA-VIKOR
17549,6,0.18755450898308046,DARIA-TOPSIS/AVG TOPSIS
17550,6,0.26992848421419846,DARIA-VIKOR/AVG VIKOR
17551,6,0.8417059131344846,AVG TOPSIS/AVG VIKOR
17552,7,0.8778780743066458,DARIA-TOPSIS/DARIA-VIKOR
17553,7,0.34957701029129595,DARIA-TOPSIS/AVG TOPSIS
17554,7,0.333551369265655,DARIA-VIKOR/AVG VIKOR
17555,7,0.9308390022675737,AVG TOPSIS/AVG VIKOR
17556,8,0.8360587824873539,DARIA-TOPSIS/DARIA-VIKOR
17557,8,-0.19638496424210716,DARIA-TOPSIS/AVG TOPSIS
17558,8,-0.20000436071864636,DARIA-VIKOR/AVG VIKOR
17559,8,0.9595979417407989,AVG TOPSIS/AVG VIKOR
17560,9,0.8961058782487354,DARIA-TOPSIS/DARIA-VIKOR
17561,9,0.20142159427873718,DARIA-TOPSIS/AVG TOPSIS
17562,9,0.14239926739926745,DARIA-VIKOR/AVG VIKOR
17563,9,0.9475187510901797,AVG TOPSIS/AVG VIKOR
17564,10,0.8755232862375719,DARIA-TOPSIS/DARIA-VIKOR
17565,10,-0.01907814407814401,DARIA-TOPSIS/AVG TOPSIS
17566,10,0.03717512646084076,DARIA-VIKOR/AVG VIKOR
17567,10,0.8776164311878598,AVG TOPSIS/AVG VIKOR
17568,5,0.5251395429966859,DARIA-TOPSIS/DARIA-VIKOR
17569,5,0.20711233211233215,DARIA-TOPSIS/AVG TOPSIS
17570,5,0.13679574393860106,DARIA-VIKOR/AVG VIKOR
17571,5,0.8897392290249433,AVG TOPSIS/AVG VIKOR
17572,6,0.8814974707831851,DARIA-TOPSIS/DARIA-VIKOR
17573,6,-0.11765218908076047,DARIA-TOPSIS/AVG TOPSIS
17574,6,-0.163919413919414,DARIA-VIKOR/AVG VIKOR
17575,6,0.7949154020582592,AVG TOPSIS/AVG VIKOR
17576,7,0.8485958485958486,DARIA-TOPSIS/DARIA-VIKOR
17577,7,0.2623190301761731,DARIA-TOPSIS/AVG TOPSIS
17578,7,0.4624760160474446,DARIA-VIKOR/AVG VIKOR
17579,7,0.908904587476016,AVG TOPSIS/AVG VIKOR
17580,8,0.7584161869876156,DARIA-TOPSIS/DARIA-VIKOR
17581,8,0.20558608058608063,DARIA-TOPSIS/AVG TOPSIS
17582,8,0.4017748124890982,DARIA-VIKOR/AVG VIKOR
17583,8,0.950484039769754,AVG TOPSIS/AVG VIKOR
17584,9,0.9031048316762602,DARIA-TOPSIS/DARIA-VIKOR
17585,9,0.1706567242281528,DARIA-TOPSIS/AVG TOPSIS
17586,9,-0.0003924646781789942,DARIA-VIKOR/AVG VIKOR
17587,9,0.8981336124193267,AVG TOPSIS/AVG VIKOR
17588,10,0.7565192743764172,DARIA-TOPSIS/DARIA-VIKOR
17589,10,0.35478806907378335,DARIA-TOPSIS/AVG TOPSIS
17590,10,0.3832417582417582,DARIA-VIKOR/AVG VIKOR
17591,10,0.8018707482993197,AVG TOPSIS/AVG VIKOR
17592,5,0.8877332984475842,DARIA-TOPSIS/DARIA-VIKOR
17593,5,0.3648395255538113,DARIA-TOPSIS/AVG TOPSIS
17594,5,0.1050279085993372,DARIA-VIKOR/AVG VIKOR
17595,5,0.9362899005756149,AVG TOPSIS/AVG VIKOR
17596,6,0.9416971916971917,DARIA-TOPSIS/DARIA-VIKOR
17597,6,0.45501918716204426,DARIA-TOPSIS/AVG TOPSIS
17598,6,0.4364207221350078,DARIA-VIKOR/AVG VIKOR
17599,6,0.8506671899529042,AVG TOPSIS/AVG VIKOR
17600,7,0.8196406767835339,DARIA-TOPSIS/DARIA-VIKOR
17601,7,0.12353915925344494,DARIA-TOPSIS/AVG TOPSIS
17602,7,0.22387929530786677,DARIA-VIKOR/AVG VIKOR
17603,7,0.9015785801500087,AVG TOPSIS/AVG VIKOR
17604,8,0.7395560788417932,DARIA-TOPSIS/DARIA-VIKOR
17605,8,0.022523111808826046,DARIA-TOPSIS/AVG TOPSIS
17606,8,0.22124106052677484,DARIA-VIKOR/AVG VIKOR
17607,8,0.9483908948194663,AVG TOPSIS/AVG VIKOR
17608,9,0.7902276295133438,DARIA-TOPSIS/DARIA-VIKOR
17609,9,0.31527995813710097,DARIA-TOPSIS/AVG TOPSIS
17610,9,0.27483429269143556,DARIA-VIKOR/AVG VIKOR
17611,9,0.897239665096808,AVG TOPSIS/AVG VIKOR
17612,10,0.7930620966335252,DARIA-TOPSIS/DARIA-VIKOR
17613,10,-0.07012035583464149,DARIA-TOPSIS/AVG TOPSIS
17614,10,0.07463369963369959,DARIA-VIKOR/AVG VIKOR
17615,10,0.9563492063492064,AVG TOPSIS/AVG VIKOR
17616,5,0.8860326181754753,DARIA-TOPSIS/DARIA-VIKOR
17617,5,0.018380429094714823,DARIA-TOPSIS/AVG TOPSIS
17618,5,0.1872928658642944,DARIA-VIKOR/AVG VIKOR
17619,5,0.8831327402755974,AVG TOPSIS/AVG VIKOR
17620,6,0.8859454038025467,DARIA-TOPSIS/DARIA-VIKOR
17621,6,0.23037676609105184,DARIA-TOPSIS/AVG TOPSIS
17622,6,0.08119658119658124,DARIA-VIKOR/AVG VIKOR
17623,6,0.9039769754055469,AVG TOPSIS/AVG VIKOR
17624,7,0.8620486656200942,DARIA-TOPSIS/DARIA-VIKOR
17625,7,0.06085382871097156,DARIA-TOPSIS/AVG TOPSIS
17626,7,-0.11505756148613289,DARIA-VIKOR/AVG VIKOR
17627,7,0.9409122623408338,AVG TOPSIS/AVG VIKOR
17628,8,0.7805250305250305,DARIA-TOPSIS/DARIA-VIKOR
17629,8,-0.3967599860457003,DARIA-TOPSIS/AVG TOPSIS
17630,8,-0.2471001221001221,DARIA-VIKOR/AVG VIKOR
17631,8,0.8926609105180534,AVG TOPSIS/AVG VIKOR
17632,9,0.8680010465724751,DARIA-TOPSIS/DARIA-VIKOR
17633,9,-0.050649747078318486,DARIA-TOPSIS/AVG TOPSIS
17634,9,-0.06283795569509865,DARIA-VIKOR/AVG VIKOR
17635,9,0.9664224664224664,AVG TOPSIS/AVG VIKOR
17636,10,0.7802197802197802,DARIA-TOPSIS/DARIA-VIKOR
17637,10,0.13655590441304732,DARIA-TOPSIS/AVG TOPSIS
17638,10,0.3263343799058085,DARIA-VIKOR/AVG VIKOR
17639,10,0.8897174254317112,AVG TOPSIS/AVG VIKOR
17640,5,0.8155197976626548,DARIA-TOPSIS/DARIA-VIKOR
17641,5,0.057561486132914674,DARIA-TOPSIS/AVG TOPSIS
17642,5,0.17259724402581544,DARIA-VIKOR/AVG VIKOR
17643,5,0.8433847898133613,AVG TOPSIS/AVG VIKOR
17644,6,0.9175606139891854,DARIA-TOPSIS/DARIA-VIKOR
17645,6,0.1219911041339613,DARIA-TOPSIS/AVG TOPSIS
17646,6,0.17022065236350947,DARIA-VIKOR/AVG VIKOR
17647,6,0.9200026164311879,AVG TOPSIS/AVG VIKOR
17648,7,0.9607317285888715,DARIA-TOPSIS/DARIA-VIKOR
17649,7,0.4021018663875807,DARIA-TOPSIS/AVG TOPSIS
17650,7,0.09931536717251,DARIA-VIKOR/AVG VIKOR
17651,7,0.8719911041339613,AVG TOPSIS/AVG VIKOR
17652,8,0.8908076050933194,DARIA-TOPSIS/DARIA-VIKOR
17653,8,0.3326574219431362,DARIA-TOPSIS/AVG TOPSIS
17654,8,0.3322649572649573,DARIA-VIKOR/AVG VIKOR
17655,8,0.9129600558171986,AVG TOPSIS/AVG VIKOR
17656,9,0.8708137100994244,DARIA-TOPSIS/DARIA-VIKOR
17657,9,0.26598203383917673,DARIA-TOPSIS/AVG TOPSIS
17658,9,0.37574132216989364,DARIA-VIKOR/AVG VIKOR
17659,9,0.8913744985173556,AVG TOPSIS/AVG VIKOR
17660,10,0.7689255189255189,DARIA-TOPSIS/DARIA-VIKOR
17661,10,0.1151665794522937,DARIA-TOPSIS/AVG TOPSIS
17662,10,0.5329452293738008,DARIA-VIKOR/AVG VIKOR
17663,10,0.9075527646956218,AVG TOPSIS/AVG VIKOR
17664,5,0.9036935286935287,DARIA-TOPSIS/DARIA-VIKOR
17665,5,-0.13561834990406418,DARIA-TOPSIS/AVG TOPSIS
17666,5,-0.2344322344322345,DARIA-VIKOR/AVG VIKOR
17667,5,0.9188906331763474,AVG TOPSIS/AVG VIKOR
17668,6,0.8166535845107273,DARIA-TOPSIS/DARIA-VIKOR
17669,6,0.2339525553811268,DARIA-TOPSIS/AVG TOPSIS
17670,6,0.43284493284493286,DARIA-VIKOR/AVG VIKOR
17671,6,0.95789726146869,AVG TOPSIS/AVG VIKOR
17672,7,0.9371184371184371,DARIA-TOPSIS/DARIA-VIKOR
17673,7,0.1494854351997209,DARIA-TOPSIS/AVG TOPSIS
17674,7,0.02548840048840051,DARIA-VIKOR/AVG VIKOR
17675,7,0.9667931275074132,AVG TOPSIS/AVG VIKOR
17676,8,0.8428178963893249,DARIA-TOPSIS/DARIA-VIKOR
17677,8,0.03418803418803418,DARIA-TOPSIS/AVG TOPSIS
17678,8,0.07384877027734171,DARIA-VIKOR/AVG VIKOR
17679,8,0.9212890284318855,AVG TOPSIS/AVG VIKOR
17680,9,0.7914704343275771,DARIA-TOPSIS/DARIA-VIKOR
17681,9,0.37545787545787546,DARIA-TOPSIS/AVG TOPSIS
17682,9,0.06534536891679754,DARIA-VIKOR/AVG VIKOR
17683,9,0.9103436246293389,AVG TOPSIS/AVG VIKOR
17684,10,0.8633786848072562,DARIA-TOPSIS/DARIA-VIKOR
17685,10,0.41838915053200765,DARIA-TOPSIS/AVG TOPSIS
17686,10,0.251330019187162,DARIA-VIKOR/AVG VIKOR
17687,10,0.871031746031746,AVG TOPSIS/AVG VIKOR
17688,5,0.8571646607360893,DARIA-TOPSIS/DARIA-VIKOR
17689,5,0.47708442351299496,DARIA-TOPSIS/AVG TOPSIS
17690,5,0.23109628466771326,DARIA-VIKOR/AVG VIKOR
17691,5,0.9454692133263561,AVG TOPSIS/AVG VIKOR
17692,6,0.8724489795918368,DARIA-TOPSIS/DARIA-VIKOR
17693,6,0.36370573870573875,DARIA-TOPSIS/AVG TOPSIS
17694,6,0.4579408686551544,DARIA-VIKOR/AVG VIKOR
17695,6,0.9564146171289029,AVG TOPSIS/AVG VIKOR
17696,7,0.9311224489795918,DARIA-TOPSIS/DARIA-VIKOR
17697,7,-0.027145473574045065,DARIA-TOPSIS/AVG TOPSIS
17698,7,0.09768009768009767,DARIA-VIKOR/AVG VIKOR
17699,7,0.884789813361242,AVG TOPSIS/AVG VIKOR
17700,8,0.9338042909471481,DARIA-TOPSIS/DARIA-VIKOR
17701,8,0.3219082504796791,DARIA-TOPSIS/AVG TOPSIS
17702,8,0.2502834467120182,DARIA-VIKOR/AVG VIKOR
17703,8,0.9496773068201639,AVG TOPSIS/AVG VIKOR
17704,9,0.7690563404849119,DARIA-TOPSIS/DARIA-VIKOR
17705,9,0.2238138845281702,DARIA-TOPSIS/AVG TOPSIS
17706,9,0.17711058782487354,DARIA-VIKOR/AVG VIKOR
17707,9,0.9636316064887493,AVG TOPSIS/AVG VIKOR
17708,10,0.9022326879469736,DARIA-TOPSIS/DARIA-VIKOR
17709,10,0.4620617477760335,DARIA-TOPSIS/AVG TOPSIS
17710,10,0.5324219431362289,DARIA-VIKOR/AVG VIKOR
17711,10,0.9347636490493634,AVG TOPSIS/AVG VIKOR
17712,5,0.9095804988662132,DARIA-TOPSIS/DARIA-VIKOR
17713,5,0.35548578405721265,DARIA-TOPSIS/AVG TOPSIS
17714,5,0.38548752834467115,DARIA-VIKOR/AVG VIKOR
17715,5,0.9602302459445317,AVG TOPSIS/AVG VIKOR
17716,6,0.9097331240188383,DARIA-TOPSIS/DARIA-VIKOR
17717,6,0.2011599511599511,DARIA-TOPSIS/AVG TOPSIS
17718,6,0.16217512646084076,DARIA-VIKOR/AVG VIKOR
17719,6,0.9515742194313623,AVG TOPSIS/AVG VIKOR
17720,7,0.9039769754055469,DARIA-TOPSIS/DARIA-VIKOR
17721,7,0.07871097156811446,DARIA-TOPSIS/AVG TOPSIS
17722,7,0.18823042037327753,DARIA-VIKOR/AVG VIKOR
17723,7,0.8593232164660736,AVG TOPSIS/AVG VIKOR
17724,8,0.8864468864468864,DARIA-TOPSIS/DARIA-VIKOR
17725,8,0.4235566021280307,DARIA-TOPSIS/AVG TOPSIS
17726,8,0.23201203558346417,DARIA-VIKOR/AVG VIKOR
17727,8,0.9454038025466597,AVG TOPSIS/AVG VIKOR
17728,9,0.8054465375893948,DARIA-TOPSIS/DARIA-VIKOR
17729,9,-0.06386272457701025,DARIA-TOPSIS/AVG TOPSIS
17730,9,0.2340615733472876,DARIA-VIKOR/AVG VIKOR
17731,9,0.9489577882435025,AVG TOPSIS/AVG VIKOR
17732,10,0.7305729984301412,DARIA-TOPSIS/DARIA-VIKOR
17733,10,0.2381606488749346,DARIA-TOPSIS/AVG TOPSIS
17734,10,-0.027472527472527375,DARIA-VIKOR/AVG VIKOR
17735,10,0.9340441304727019,AVG TOPSIS/AVG VIKOR
17736,5,0.8708573172858887,DARIA-TOPSIS/DARIA-VIKOR
17737,5,0.13069073783359497,DARIA-TOPSIS/AVG TOPSIS
17738,5,0.00010901796616080706,DARIA-VIKOR/AVG VIKOR
17739,5,0.8872100122100122,AVG TOPSIS/AVG VIKOR
17740,6,0.7702991452991453,DARIA-TOPSIS/DARIA-VIKOR
17741,6,0.1449502878074307,DARIA-TOPSIS/AVG TOPSIS
17742,6,0.12665707308564456,DARIA-VIKOR/AVG VIKOR
17743,6,0.9343711843711844,AVG TOPSIS/AVG VIKOR
17744,7,0.8563579277864992,DARIA-TOPSIS/DARIA-VIKOR
17745,7,0.07611634397348688,DARIA-TOPSIS/AVG TOPSIS
17746,7,-0.10310919239490679,DARIA-VIKOR/AVG VIKOR
17747,7,0.8970216291644864,AVG TOPSIS/AVG VIKOR
17748,8,0.8673687423687424,DARIA-TOPSIS/DARIA-VIKOR
17749,8,0.4541470434327577,DARIA-TOPSIS/AVG TOPSIS
17750,8,0.30444357230071517,DARIA-VIKOR/AVG VIKOR
17751,8,0.9072911215768359,AVG TOPSIS/AVG VIKOR
17752,9,0.7632565846851561,DARIA-TOPSIS/DARIA-VIKOR
17753,9,0.33564451421594277,DARIA-TOPSIS/AVG TOPSIS
17754,9,0.5278649921507064,DARIA-VIKOR/AVG VIKOR
17755,9,0.950876504447933,AVG TOPSIS/AVG VIKOR
17756,10,0.9133089133089133,DARIA-TOPSIS/DARIA-VIKOR
17757,10,-0.2794130472701901,DARIA-TOPSIS/AVG TOPSIS
17758,10,-0.20722135007849296,DARIA-VIKOR/AVG VIKOR
17759,10,0.9371402407116692,AVG TOPSIS/AVG VIKOR
17760,5,0.8425780568637712,DARIA-TOPSIS/DARIA-VIKOR
17761,5,0.23216466073608932,DARIA-TOPSIS/AVG TOPSIS
17762,5,0.18354264782836216,DARIA-VIKOR/AVG VIKOR
17763,5,0.925845979417408,AVG TOPSIS/AVG VIKOR
17764,6,0.6756279434850864,DARIA-TOPSIS/DARIA-VIKOR
17765,6,-0.03560526774812489,DARIA-TOPSIS/AVG TOPSIS
17766,6,0.02827926042211759,DARIA-VIKOR/AVG VIKOR
17767,6,0.8279914529914529,AVG TOPSIS/AVG VIKOR
17768,7,0.8239795918367347,DARIA-TOPSIS/DARIA-VIKOR
17769,7,0.07376155590441302,DARIA-TOPSIS/AVG TOPSIS
17770,7,0.10561660561660557,DARIA-VIKOR/AVG VIKOR
17771,7,0.9316893424036281,AVG TOPSIS/AVG VIKOR
17772,8,0.6779391243676958,DARIA-TOPSIS/DARIA-VIKOR
17773,8,0.19298360369788936,DARIA-TOPSIS/AVG TOPSIS
17774,8,-0.16197889412175126,DARIA-VIKOR/AVG VIKOR
17775,8,0.6960361067503924,AVG TOPSIS/AVG VIKOR
17776,9,0.7414311878597593,DARIA-TOPSIS/DARIA-VIKOR
17777,9,0.6259593581022153,DARIA-TOPSIS/AVG TOPSIS
17778,9,0.6142944357230071,DARIA-VIKOR/AVG VIKOR
17779,9,0.9764739229024944,AVG TOPSIS/AVG VIKOR
17780,10,0.8387842316413745,DARIA-TOPSIS/DARIA-VIKOR
17781,10,0.23066021280306992,DARIA-TOPSIS/AVG TOPSIS
17782,10,0.2776905634048491,DARIA-VIKOR/AVG VIKOR
17783,10,0.9209619745334031,AVG TOPSIS/AVG VIKOR
17784,5,0.7933673469387755,DARIA-TOPSIS/DARIA-VIKOR
17785,5,0.3787284144427001,DARIA-TOPSIS/AVG TOPSIS
17786,5,0.1649223792080935,DARIA-VIKOR/AVG VIKOR
17787,5,0.950091575091575,AVG TOPSIS/AVG VIKOR
17788,6,0.8136664922379209,DARIA-TOPSIS/DARIA-VIKOR
17789,6,0.1904979940694227,DARIA-TOPSIS/AVG TOPSIS
17790,6,0.04668149311006453,DARIA-VIKOR/AVG VIKOR
17791,6,0.9486961451247166,AVG TOPSIS/AVG VIKOR
17792,7,0.963195534624106,DARIA-TOPSIS/DARIA-VIKOR
17793,7,0.08235217163788588,DARIA-TOPSIS/AVG TOPSIS
17794,7,-0.009179312750741353,DARIA-VIKOR/AVG VIKOR
17795,7,0.8857927786499216,AVG TOPSIS/AVG VIKOR
17796,8,0.8780961102389674,DARIA-TOPSIS/DARIA-VIKOR
17797,8,-0.1570076748648177,DARIA-TOPSIS/AVG TOPSIS
17798,8,-0.05549014477585912,DARIA-VIKOR/AVG VIKOR
17799,8,0.8642072213500784,AVG TOPSIS/AVG VIKOR
17800,9,0.9341313448456305,DARIA-TOPSIS/DARIA-VIKOR
17801,9,0.206567242281528,DARIA-TOPSIS/AVG TOPSIS
17802,9,0.25165707308564456,DARIA-VIKOR/AVG VIKOR
17803,9,0.9345020059305773,AVG TOPSIS/AVG VIKOR
17804,10,0.9297706261991976,DARIA-TOPSIS/DARIA-VIKOR
17805,10,-0.3865559044130473,DARIA-TOPSIS/AVG TOPSIS
17806,10,-0.17488662131519273,DARIA-VIKOR/AVG VIKOR
17807,10,0.8703122274550846,AVG TOPSIS/AVG VIKOR
17808,5,0.8570556427699285,DARIA-TOPSIS/DARIA-VIKOR
17809,5,0.19195883481597764,DARIA-TOPSIS/AVG TOPSIS
17810,5,0.43964765393336824,DARIA-VIKOR/AVG VIKOR
17811,5,0.876330019187162,AVG TOPSIS/AVG VIKOR
17812,6,0.8150619222047794,DARIA-TOPSIS/DARIA-VIKOR
17813,6,0.08161084946799235,DARIA-TOPSIS/AVG TOPSIS
17814,6,0.03026338740624457,DARIA-VIKOR/AVG VIKOR
17815,6,0.8855965463108321,AVG TOPSIS/AVG VIKOR
17816,7,0.898438862724577,DARIA-TOPSIS/DARIA-VIKOR
17817,7,0.05470521541950113,DARIA-TOPSIS/AVG TOPSIS
17818,7,0.012646084074655506,DARIA-VIKOR/AVG VIKOR
17819,7,0.7634746206174777,AVG TOPSIS/AVG VIKOR
17820,8,0.7978152799581371,DARIA-TOPSIS/DARIA-VIKOR
17821,8,0.11944008372579806,DARIA-TOPSIS/AVG TOPSIS
17822,8,-0.024158381301238485,DARIA-VIKOR/AVG VIKOR
17823,8,0.907443746729461,AVG TOPSIS/AVG VIKOR
17824,9,0.8615689865689866,DARIA-TOPSIS/DARIA-VIKOR
17825,9,-0.07781702424559578,DARIA-TOPSIS/AVG TOPSIS
17826,9,0.16047444618873186,DARIA-VIKOR/AVG VIKOR
17827,9,0.9212890284318855,AVG TOPSIS/AVG VIKOR
17828,10,0.8849424385138671,DARIA-TOPSIS/DARIA-VIKOR
17829,10,0.15452206523635093,DARIA-TOPSIS/AVG TOPSIS
17830,10,0.0642987964416536,DARIA-VIKOR/AVG VIKOR
17831,10,0.8535670678527821,AVG TOPSIS/AVG VIKOR
17832,5,0.881759113901971,DARIA-TOPSIS/DARIA-VIKOR
17833,5,0.08071690214547356,DARIA-TOPSIS/AVG TOPSIS
17834,5,0.15436944008372577,DARIA-VIKOR/AVG VIKOR
17835,5,0.9527952206523636,AVG TOPSIS/AVG VIKOR
17836,6,0.8359715681144253,DARIA-TOPSIS/DARIA-VIKOR
17837,6,0.30313535670678526,DARIA-TOPSIS/AVG TOPSIS
17838,6,0.14582243153671726,DARIA-VIKOR/AVG VIKOR
17839,6,0.7868262689691261,AVG TOPSIS/AVG VIKOR
17840,7,0.7836211407639979,DARIA-TOPSIS/DARIA-VIKOR
17841,7,0.33241758241758246,DARIA-TOPSIS/AVG TOPSIS
17842,7,0.17549712192569333,DARIA-VIKOR/AVG VIKOR
17843,7,0.9507892900750043,AVG TOPSIS/AVG VIKOR
17844,8,0.6490275597418455,DARIA-TOPSIS/DARIA-VIKOR
17845,8,0.18666056166056166,DARIA-TOPSIS/AVG TOPSIS
17846,8,0.2174036281179138,DARIA-VIKOR/AVG VIKOR
17847,8,0.8727760334903192,AVG TOPSIS/AVG VIKOR
17848,9,0.7988836560265131,DARIA-TOPSIS/DARIA-VIKOR
17849,9,0.12639542996685849,DARIA-TOPSIS/AVG TOPSIS
17850,9,0.1408512122797837,DARIA-VIKOR/AVG VIKOR
17851,9,0.8962366998081284,AVG TOPSIS/AVG VIKOR
17852,10,0.8347069597069597,DARIA-TOPSIS/DARIA-VIKOR
17853,10,0.12907727193441476,DARIA-TOPSIS/AVG TOPSIS
17854,10,0.09148787720216289,DARIA-VIKOR/AVG VIKOR
17855,10,0.9003139717425431,AVG TOPSIS/AVG VIKOR
17856,5,0.9493502529216815,DARIA-TOPSIS/DARIA-VIKOR
17857,5,0.20412523983952557,DARIA-TOPSIS/AVG TOPSIS
17858,5,0.13454997383568812,DARIA-VIKOR/AVG VIKOR
17859,5,0.9444008372579801,AVG TOPSIS/AVG VIKOR
17860,6,0.8939909297052154,DARIA-TOPSIS/DARIA-VIKOR
17861,6,0.014608407465550366,DARIA-TOPSIS/AVG TOPSIS
17862,6,0.05051892551892556,DARIA-VIKOR/AVG VIKOR
17863,6,0.9513561834990406,AVG TOPSIS/AVG VIKOR
17864,7,0.8778998778998779,DARIA-TOPSIS/DARIA-VIKOR
17865,7,-0.1976495726495726,DARIA-TOPSIS/AVG TOPSIS
17866,7,-0.05350601779173214,DARIA-VIKOR/AVG VIKOR
17867,7,0.844671201814059,AVG TOPSIS/AVG VIKOR
17868,8,0.7447235304378161,DARIA-TOPSIS/DARIA-VIKOR
17869,8,-0.13611983254840387,DARIA-TOPSIS/AVG TOPSIS
17870,8,-0.3069509855224142,DARIA-VIKOR/AVG VIKOR
17871,8,0.9527516134658992,AVG TOPSIS/AVG VIKOR
17872,9,0.8570992499563928,DARIA-TOPSIS/DARIA-VIKOR
17873,9,0.17458137100994242,DARIA-TOPSIS/AVG TOPSIS
17874,9,0.37654805511948364,DARIA-VIKOR/AVG VIKOR
17875,9,0.9693223443223443,AVG TOPSIS/AVG VIKOR
17876,10,0.647108843537415,DARIA-TOPSIS/DARIA-VIKOR
17877,10,0.12698412698412698,DARIA-TOPSIS/AVG TOPSIS
17878,10,0.206567242281528,DARIA-VIKOR/AVG VIKOR
17879,10,0.9193921158206873,AVG TOPSIS/AVG VIKOR
17880,5,0.8739534275248562,DARIA-TOPSIS/DARIA-VIKOR
17881,5,0.3869483690912262,DARIA-TOPSIS/AVG TOPSIS
17882,5,0.38247863247863245,DARIA-VIKOR/AVG VIKOR
17883,5,0.9462759462759462,AVG TOPSIS/AVG VIKOR
17884,6,0.840572126286412,DARIA-TOPSIS/DARIA-VIKOR
17885,6,-0.18694400837257974,DARIA-TOPSIS/AVG TOPSIS
17886,6,-0.024180184894470713,DARIA-VIKOR/AVG VIKOR
17887,6,0.8887362637362637,AVG TOPSIS/AVG VIKOR
17888,7,0.8028519099947671,DARIA-TOPSIS/DARIA-VIKOR
17889,7,0.11032618175475317,DARIA-TOPSIS/AVG TOPSIS
17890,7,-0.05093319379033656,DARIA-VIKOR/AVG VIKOR
17891,7,0.9359846502703646,AVG TOPSIS/AVG VIKOR
17892,8,0.8200331414617129,DARIA-TOPSIS/DARIA-VIKOR
17893,8,0.2341487877202163,DARIA-TOPSIS/AVG TOPSIS
17894,8,0.3456305599162742,DARIA-VIKOR/AVG VIKOR
17895,8,0.8980027908599337,AVG TOPSIS/AVG VIKOR
17896,9,0.8286455607884179,DARIA-TOPSIS/DARIA-VIKOR
17897,9,0.15061922204779343,DARIA-TOPSIS/AVG TOPSIS
17898,9,0.13404849119134832,DARIA-VIKOR/AVG VIKOR
17899,9,0.862942612942613,AVG TOPSIS/AVG VIKOR
17900,10,0.8296703296703296,DARIA-TOPSIS/DARIA-VIKOR
17901,10,-0.09488923774638058,DARIA-TOPSIS/AVG TOPSIS
17902,10,-0.05027908599337172,DARIA-VIKOR/AVG VIKOR
17903,10,0.9403453689167975,AVG TOPSIS/AVG VIKOR
17904,5,0.8973486830629688,DARIA-TOPSIS/DARIA-VIKOR
17905,5,0.3075832897261469,DARIA-TOPSIS/AVG TOPSIS
17906,5,0.2754665968951683,DARIA-VIKOR/AVG VIKOR
17907,5,0.9423512994941566,AVG TOPSIS/AVG VIKOR
17908,6,0.8213413570556427,DARIA-TOPSIS/DARIA-VIKOR
17909,6,0.22861067503924648,DARIA-TOPSIS/AVG TOPSIS
17910,6,0.28715332286760853,DARIA-VIKOR/AVG VIKOR
17911,6,0.9191522762951334,AVG TOPSIS/AVG VIKOR
17912,7,0.7853000174428746,DARIA-TOPSIS/DARIA-VIKOR
17913,7,0.025422989708704047,DARIA-TOPSIS/AVG TOPSIS
17914,7,0.15733472876330024,DARIA-VIKOR/AVG VIKOR
17915,7,0.9647217861503575,AVG TOPSIS/AVG VIKOR
17916,8,0.8927917320774463,DARIA-TOPSIS/DARIA-VIKOR
17917,8,0.09791993720565151,DARIA-TOPSIS/AVG TOPSIS
17918,8,0.09072475143903713,DARIA-VIKOR/AVG VIKOR
17919,8,0.9508983080411652,AVG TOPSIS/AVG VIKOR
17920,9,0.728152799581371,DARIA-TOPSIS/DARIA-VIKOR
17921,9,-0.02684022326879476,DARIA-TOPSIS/AVG TOPSIS
17922,9,-0.1740580847723705,DARIA-VIKOR/AVG VIKOR
17923,9,0.9236220129077272,AVG TOPSIS/AVG VIKOR
17924,10,0.750654107796965,DARIA-TOPSIS/DARIA-VIKOR
17925,10,0.35749171463457174,DARIA-TOPSIS/AVG TOPSIS
17926,10,0.1824742717599861,DARIA-VIKOR/AVG VIKOR
17927,10,0.8810177917320774,AVG TOPSIS/AVG VIKOR
17928,5,0.9047619047619048,DARIA-TOPSIS/DARIA-VIKOR
17929,5,0.01397610326181753,DARIA-TOPSIS/AVG TOPSIS
17930,5,-0.16407203907203916,DARIA-VIKOR/AVG VIKOR
17931,5,0.885727367870225,AVG TOPSIS/AVG VIKOR
17932,6,0.8862942612942613,DARIA-TOPSIS/DARIA-VIKOR
