Lp,Periods,Correlation,Methods
3370,7,0.24376417233560088,DARIA-VIKOR/AVG VIKOR
3371,7,0.8764390371533228,AVG TOPSIS/AVG VIKOR
3372,8,0.7893554857840572,DARIA-TOPSIS/DARIA-VIKOR
3373,8,0.30182714111285536,DARIA-TOPSIS/AVG TOPSIS
3374,8,0.46003401360544216,DARIA-VIKOR/AVG VIKOR
3375,8,0.9584641548927263,AVG TOPSIS/AVG VIKOR
3376,9,0.7925606139891854,DARIA-TOPSIS/DARIA-VIKOR
3377,9,-0.09142246642246632,DARIA-TOPSIS/AVG TOPSIS
3378,9,0.17421070992499565,DARIA-VIKOR/AVG VIKOR
3379,9,0.7300715157858015,AVG TOPSIS/AVG VIKOR
3380,10,0.7952206523635095,DARIA-TOPSIS/DARIA-VIKOR
3381,10,0.3945796267224838,DARIA-TOPSIS/AVG TOPSIS
3382,10,0.2793694400837258,DARIA-VIKOR/AVG VIKOR
3383,10,0.9475187510901797,AVG TOPSIS/AVG VIKOR
3384,5,0.7849947671376243,DARIA-TOPSIS/DARIA-VIKOR
3385,5,0.10666317809174952,DARIA-TOPSIS/AVG TOPSIS
3386,5,0.331174777603349,DARIA-VIKOR/AVG VIKOR
3387,5,0.8763518227803943,AVG TOPSIS/AVG VIKOR
3388,6,0.9039769754055469,DARIA-TOPSIS/DARIA-VIKOR
3389,6,0.30751787894645033,DARIA-TOPSIS/AVG TOPSIS
3390,6,0.2721960579103436,DARIA-VIKOR/AVG VIKOR
3391,6,0.8698543519972092,AVG TOPSIS/AVG VIKOR
3392,7,0.781920460491889,DARIA-TOPSIS/DARIA-VIKOR
3393,7,0.2052590266875981,DARIA-TOPSIS/AVG TOPSIS
3394,7,0.3795351473922902,DARIA-VIKOR/AVG VIKOR
3395,7,0.973661259375545,AVG TOPSIS/AVG VIKOR
3396,8,0.6348334205477062,DARIA-TOPSIS/DARIA-VIKOR
3397,8,-0.3740842490842491,DARIA-TOPSIS/AVG TOPSIS
3398,8,-0.170547706261992,DARIA-VIKOR/AVG VIKOR
3399,8,0.8355572998430141,AVG TOPSIS/AVG VIKOR
3400,9,0.8905895691609977,DARIA-TOPSIS/DARIA-VIKOR
3401,9,0.03850514564800278,DARIA-TOPSIS/AVG TOPSIS
3402,9,0.15916623059480206,DARIA-VIKOR/AVG VIKOR
3403,9,0.9569379033664748,AVG TOPSIS/AVG VIKOR
3404,10,0.6820381998953428,DARIA-TOPSIS/DARIA-VIKOR
3405,10,0.023569684283969994,DARIA-TOPSIS/AVG TOPSIS
3406,10,-0.2407770800627944,DARIA-VIKOR/AVG VIKOR
3407,10,0.8119440083725797,AVG TOPSIS/AVG VIKOR
3408,5,0.8188993546136403,DARIA-TOPSIS/DARIA-VIKOR
3409,5,0.38980463980463975,DARIA-TOPSIS/AVG TOPSIS
3410,5,0.2846023024594453,DARIA-VIKOR/AVG VIKOR
3411,5,0.9633699633699634,AVG TOPSIS/AVG VIKOR
3412,6,0.9322780394208966,DARIA-TOPSIS/DARIA-VIKOR
3413,6,0.5320076748648177,DARIA-TOPSIS/AVG TOPSIS
3414,6,0.4371184371184371,DARIA-VIKOR/AVG VIKOR
3415,6,0.8949720914006628,AVG TOPSIS/AVG VIKOR
3416,7,0.9395604395604396,DARIA-TOPSIS/DARIA-VIKOR
3417,7,0.5332504796790511,DARIA-TOPSIS/AVG TOPSIS
3418,7,0.45750479679051104,DARIA-VIKOR/AVG VIKOR
3419,7,0.9684283969998255,AVG TOPSIS/AVG VIKOR
3420,8,0.8886490493633351,DARIA-TOPSIS/DARIA-VIKOR
3421,8,-0.05119483690912263,DARIA-TOPSIS/AVG TOPSIS
3422,8,0.059174952032094885,DARIA-VIKOR/AVG VIKOR
3423,8,0.9375109017966161,AVG TOPSIS/AVG VIKOR
3424,9,0.9186289900575615,DARIA-TOPSIS/DARIA-VIKOR
3425,9,0.3431013431013431,DARIA-TOPSIS/AVG TOPSIS
3426,9,0.26648351648351654,DARIA-VIKOR/AVG VIKOR
3427,9,0.9614512471655329,AVG TOPSIS/AVG VIKOR
3428,10,0.9048055119483691,DARIA-TOPSIS/DARIA-VIKOR
3429,10,0.37504360718646435,DARIA-TOPSIS/AVG TOPSIS
3430,10,0.3507107971393686,DARIA-VIKOR/AVG VIKOR
3431,10,0.9502442002442002,AVG TOPSIS/AVG VIKOR
3432,5,0.8560744810744811,DARIA-TOPSIS/DARIA-VIKOR
3433,5,0.16474795046223623,DARIA-TOPSIS/AVG TOPSIS
3434,5,0.17828798185941042,DARIA-VIKOR/AVG VIKOR
3435,5,0.8326574219431362,AVG TOPSIS/AVG VIKOR
3436,6,0.9332155939298796,DARIA-TOPSIS/DARIA-VIKOR
3437,6,0.05392028606314325,DARIA-TOPSIS/AVG TOPSIS
3438,6,0.21341357055642773,DARIA-VIKOR/AVG VIKOR
3439,6,0.9222483865341008,AVG TOPSIS/AVG VIKOR
3440,7,0.9046746903889761,DARIA-TOPSIS/DARIA-VIKOR
3441,7,0.38258765044479326,DARIA-TOPSIS/AVG TOPSIS
3442,7,0.23127071341357053,DARIA-VIKOR/AVG VIKOR
3443,7,0.7970085470085471,AVG TOPSIS/AVG VIKOR
3444,8,0.7567155067155067,DARIA-TOPSIS/DARIA-VIKOR
3445,8,0.15397697540554678,DARIA-TOPSIS/AVG TOPSIS
3446,8,0.2890284318855747,DARIA-VIKOR/AVG VIKOR
3447,8,0.7991452991452992,AVG TOPSIS/AVG VIKOR
3448,9,0.8508634222919937,DARIA-TOPSIS/DARIA-VIKOR
3449,9,0.1847854526425955,DARIA-TOPSIS/AVG TOPSIS
3450,9,0.004905808477237095,DARIA-VIKOR/AVG VIKOR
3451,9,0.9023417059131345,AVG TOPSIS/AVG VIKOR
3452,10,0.8228676085818942,DARIA-TOPSIS/DARIA-VIKOR
3453,10,0.16629600558171986,DARIA-TOPSIS/AVG TOPSIS
3454,10,0.28798185941043086,DARIA-VIKOR/AVG VIKOR
3455,10,0.9712192569335426,AVG TOPSIS/AVG VIKOR
3456,5,0.8958442351299494,DARIA-TOPSIS/DARIA-VIKOR
3457,5,0.03636839351125065,DARIA-TOPSIS/AVG TOPSIS
3458,5,-0.030655852084423563,DARIA-VIKOR/AVG VIKOR
3459,5,0.8801238444095587,AVG TOPSIS/AVG VIKOR
3460,6,0.707112332112332,DARIA-TOPSIS/DARIA-VIKOR
3461,6,0.25667189952904235,DARIA-TOPSIS/AVG TOPSIS
3462,6,0.22132827489970353,DARIA-VIKOR/AVG VIKOR
3463,6,0.9549101691958835,AVG TOPSIS/AVG VIKOR
3464,7,0.7710840746555032,DARIA-TOPSIS/DARIA-VIKOR
3465,7,0.15526338740624457,DARIA-TOPSIS/AVG TOPSIS
3466,7,0.07657421943136233,DARIA-VIKOR/AVG VIKOR
3467,7,0.9392115820687249,AVG TOPSIS/AVG VIKOR
3468,8,0.9519884877027734,DARIA-TOPSIS/DARIA-VIKOR
3469,8,-0.13899790685504976,DARIA-TOPSIS/AVG TOPSIS
3470,8,-0.4003793825222397,DARIA-VIKOR/AVG VIKOR
3471,8,0.8740624454910169,AVG TOPSIS/AVG VIKOR
3472,9,0.7793694400837258,DARIA-TOPSIS/DARIA-VIKOR
3473,9,0.17844060701203557,DARIA-TOPSIS/AVG TOPSIS
3474,9,0.08483778126635266,DARIA-VIKOR/AVG VIKOR
3475,9,0.9604700854700855,AVG TOPSIS/AVG VIKOR
3476,10,0.8043781615210186,DARIA-TOPSIS/DARIA-VIKOR
3477,10,-0.11433804290947158,DARIA-TOPSIS/AVG TOPSIS
3478,10,-0.18212541426827134,DARIA-VIKOR/AVG VIKOR
3479,10,0.8154543868829583,AVG TOPSIS/AVG VIKOR
3480,5,0.8768969126111983,DARIA-TOPSIS/DARIA-VIKOR
3481,5,0.1749520320948892,DARIA-TOPSIS/AVG TOPSIS
3482,5,0.0560788417931275,DARIA-VIKOR/AVG VIKOR
3483,5,0.9447278911564626,AVG TOPSIS/AVG VIKOR
3484,6,0.8415314843886272,DARIA-TOPSIS/DARIA-VIKOR
3485,6,0.2056514913657771,DARIA-TOPSIS/AVG TOPSIS
3486,6,0.35949764521193095,DARIA-VIKOR/AVG VIKOR
3487,6,0.9207003314146172,AVG TOPSIS/AVG VIKOR
3488,7,0.7344758416186987,DARIA-TOPSIS/DARIA-VIKOR
3489,7,0.31303418803418803,DARIA-TOPSIS/AVG TOPSIS
3490,7,0.13481161695447408,DARIA-VIKOR/AVG VIKOR
3491,7,0.9246249781964068,AVG TOPSIS/AVG VIKOR
3492,8,0.6367739403453689,DARIA-TOPSIS/DARIA-VIKOR
3493,8,0.07973574045002618,DARIA-TOPSIS/AVG TOPSIS
3494,8,0.07818768533054243,DARIA-VIKOR/AVG VIKOR
3495,8,0.9503968253968254,AVG TOPSIS/AVG VIKOR
3496,9,0.8213849642421072,DARIA-TOPSIS/DARIA-VIKOR
3497,9,0.28076487005058437,DARIA-TOPSIS/AVG TOPSIS
3498,9,0.2461843711843712,DARIA-VIKOR/AVG VIKOR
3499,9,0.9439211582068725,AVG TOPSIS/AVG VIKOR
3500,10,0.7479286586429443,DARIA-TOPSIS/DARIA-VIKOR
3501,10,0.19564364207221352,DARIA-TOPSIS/AVG TOPSIS
3502,10,0.16178266178266176,DARIA-VIKOR/AVG VIKOR
3503,10,0.9592708878423164,AVG TOPSIS/AVG VIKOR
3504,5,0.7960709924995639,DARIA-TOPSIS/DARIA-VIKOR
3505,5,0.44287458573172855,DARIA-TOPSIS/AVG TOPSIS
3506,5,0.30311355311355315,DARIA-VIKOR/AVG VIKOR
3507,5,0.936180882609454,AVG TOPSIS/AVG VIKOR
3508,6,0.6251962323390895,DARIA-TOPSIS/DARIA-VIKOR
3509,6,0.20451770451770457,DARIA-TOPSIS/AVG TOPSIS
3510,6,0.016156462585034004,DARIA-VIKOR/AVG VIKOR
3511,6,0.8956043956043956,AVG TOPSIS/AVG VIKOR
3512,7,0.9477149834292692,DARIA-TOPSIS/DARIA-VIKOR
3513,7,0.48532618175475317,DARIA-TOPSIS/AVG TOPSIS
3514,7,0.35498430141287285,DARIA-VIKOR/AVG VIKOR
3515,7,0.8657770800627944,AVG TOPSIS/AVG VIKOR
3516,8,0.8468297575440433,DARIA-TOPSIS/DARIA-VIKOR
3517,8,0.05171812314669455,DARIA-TOPSIS/AVG TOPSIS
3518,8,-0.010705564276992874,DARIA-VIKOR/AVG VIKOR
3519,8,0.9011425082853655,AVG TOPSIS/AVG VIKOR
3520,9,0.8419457526600383,DARIA-TOPSIS/DARIA-VIKOR
3521,9,0.10055817198674344,DARIA-TOPSIS/AVG TOPSIS
3522,9,0.13544392115820691,DARIA-VIKOR/AVG VIKOR
3523,9,0.9556078841793127,AVG TOPSIS/AVG VIKOR
3524,10,0.7599206349206349,DARIA-TOPSIS/DARIA-VIKOR
3525,10,0.17407988836560262,DARIA-TOPSIS/AVG TOPSIS
3526,10,-0.041884702598988355,DARIA-VIKOR/AVG VIKOR
3527,10,0.9097113204256061,AVG TOPSIS/AVG VIKOR
3528,5,0.9449241234955521,DARIA-TOPSIS/DARIA-VIKOR
3529,5,0.3165881737310309,DARIA-TOPSIS/AVG TOPSIS
3530,5,0.34776731205302636,DARIA-VIKOR/AVG VIKOR
3531,5,0.9737920809349381,AVG TOPSIS/AVG VIKOR
3532,6,0.9240798883656026,DARIA-TOPSIS/DARIA-VIKOR
3533,6,0.35457003314146174,DARIA-TOPSIS/AVG TOPSIS
3534,6,0.24119134833420552,DARIA-VIKOR/AVG VIKOR
3535,6,0.7810265131693703,AVG TOPSIS/AVG VIKOR
3536,7,0.9375545089830805,DARIA-TOPSIS/DARIA-VIKOR
3537,7,0.03000174428745861,DARIA-TOPSIS/AVG TOPSIS
3538,7,-0.07602912960055819,DARIA-VIKOR/AVG VIKOR
3539,7,0.769078144078144,AVG TOPSIS/AVG VIKOR
3540,8,0.9617783010640153,DARIA-TOPSIS/DARIA-VIKOR
3541,8,0.11734693877551017,DARIA-TOPSIS/AVG TOPSIS
3542,8,0.08769405197976632,DARIA-VIKOR/AVG VIKOR
3543,8,0.7954386882958311,AVG TOPSIS/AVG VIKOR
3544,9,0.8129687772544916,DARIA-TOPSIS/DARIA-VIKOR
3545,9,0.027254491540205872,DARIA-TOPSIS/AVG TOPSIS
3546,9,0.16274201988487702,DARIA-VIKOR/AVG VIKOR
3547,9,0.8480507587650445,AVG TOPSIS/AVG VIKOR
3548,10,0.8190301761730333,DARIA-TOPSIS/DARIA-VIKOR
3549,10,0.442394906680621,DARIA-TOPSIS/AVG TOPSIS
3550,10,0.3899354613640328,DARIA-VIKOR/AVG VIKOR
3551,10,0.9186071864643293,AVG TOPSIS/AVG VIKOR
3552,5,0.8506889935461364,DARIA-TOPSIS/DARIA-VIKOR
3553,5,-0.13875806732949592,DARIA-TOPSIS/AVG TOPSIS
3554,5,0.016309087737659156,DARIA-VIKOR/AVG VIKOR
3555,5,0.7890502354788069,AVG TOPSIS/AVG VIKOR
3556,6,0.8183542647828362,DARIA-TOPSIS/DARIA-VIKOR
3557,6,0.32125414268271413,DARIA-TOPSIS/AVG TOPSIS
3558,6,0.26377987092272803,DARIA-VIKOR/AVG VIKOR
3559,6,0.8629644165358451,AVG TOPSIS/AVG VIKOR
3560,7,0.7253619396476539,DARIA-TOPSIS/DARIA-VIKOR
3561,7,0.20072387929530788,DARIA-TOPSIS/AVG TOPSIS
3562,7,-0.04583115297401008,DARIA-VIKOR/AVG VIKOR
3563,7,0.934981684981685,AVG TOPSIS/AVG VIKOR
3564,8,0.803222571079714,DARIA-TOPSIS/DARIA-VIKOR
3565,8,-0.005908773765916697,DARIA-TOPSIS/AVG TOPSIS
3566,8,0.1508808651665795,DARIA-VIKOR/AVG VIKOR
3567,8,0.8178309785452642,AVG TOPSIS/AVG VIKOR
3568,9,0.7299406942264085,DARIA-TOPSIS/DARIA-VIKOR
3569,9,0.1468690040118612,DARIA-TOPSIS/AVG TOPSIS
3570,9,0.16400662829234258,DARIA-VIKOR/AVG VIKOR
3571,9,0.9209183673469388,AVG TOPSIS/AVG VIKOR
3572,10,0.8258983080411652,DARIA-TOPSIS/DARIA-VIKOR
3573,10,-0.1758459794174081,DARIA-TOPSIS/AVG TOPSIS
3574,10,-0.1574001395429967,DARIA-VIKOR/AVG VIKOR
3575,10,0.8997252747252747,AVG TOPSIS/AVG VIKOR
3576,5,0.8261163439734869,DARIA-TOPSIS/DARIA-VIKOR
3577,5,0.37024681667538806,DARIA-TOPSIS/AVG TOPSIS
3578,5,0.4508328972614687,DARIA-VIKOR/AVG VIKOR
3579,5,0.8945142159427873,AVG TOPSIS/AVG VIKOR
3580,6,0.7863029827315542,DARIA-TOPSIS/DARIA-VIKOR
3581,6,0.5034013605442177,DARIA-TOPSIS/AVG TOPSIS
3582,6,0.4542778649921507,DARIA-VIKOR/AVG VIKOR
3583,6,0.9563928135356706,AVG TOPSIS/AVG VIKOR
3584,7,0.747230943659515,DARIA-TOPSIS/DARIA-VIKOR
3585,7,-0.0549668585382872,DARIA-TOPSIS/AVG TOPSIS
3586,7,-0.16729897087039935,DARIA-VIKOR/AVG VIKOR
3587,7,0.832221350078493,AVG TOPSIS/AVG VIKOR
3588,8,0.7149616256759114,DARIA-TOPSIS/DARIA-VIKOR
3589,8,0.12672248386534102,DARIA-TOPSIS/AVG TOPSIS
3590,8,0.3843537414965986,DARIA-VIKOR/AVG VIKOR
3591,8,0.9310352346066632,AVG TOPSIS/AVG VIKOR
3592,9,0.7392072213500784,DARIA-TOPSIS/DARIA-VIKOR
3593,9,0.07570207570207566,DARIA-TOPSIS/AVG TOPSIS
3594,9,0.13038548752834467,DARIA-VIKOR/AVG VIKOR
3595,9,0.9373364730507587,AVG TOPSIS/AVG VIKOR
3596,10,0.8305642769928484,DARIA-TOPSIS/DARIA-VIKOR
3597,10,0.11359672073957783,DARIA-TOPSIS/AVG TOPSIS
3598,10,-0.022174254317111508,DARIA-VIKOR/AVG VIKOR
3599,10,0.875130821559393,AVG TOPSIS/AVG VIKOR
3600,5,0.9553244374672946,DARIA-TOPSIS/DARIA-VIKOR
3601,5,0.007042560613989224,DARIA-TOPSIS/AVG TOPSIS
3602,5,0.27112768184196756,DARIA-VIKOR/AVG VIKOR
3603,5,0.7718253968253969,AVG TOPSIS/AVG VIKOR
3604,6,0.8045743938601082,DARIA-TOPSIS/DARIA-VIKOR
3605,6,0.49184545613117037,DARIA-TOPSIS/AVG TOPSIS
3606,6,0.4609061573347287,DARIA-VIKOR/AVG VIKOR
3607,6,0.9397348683062969,AVG TOPSIS/AVG VIKOR
3608,7,0.8570120355834642,DARIA-TOPSIS/DARIA-VIKOR
3609,7,-0.420961974533403,DARIA-TOPSIS/AVG TOPSIS
3610,7,-0.35380690737833587,DARIA-VIKOR/AVG VIKOR
3611,7,0.9126548055119483,AVG TOPSIS/AVG VIKOR
3612,8,0.8867521367521367,DARIA-TOPSIS/DARIA-VIKOR
3613,8,0.34484563055991624,DARIA-TOPSIS/AVG TOPSIS
3614,8,0.3022414093842666,DARIA-VIKOR/AVG VIKOR
3615,8,0.9102564102564102,AVG TOPSIS/AVG VIKOR
3616,9,0.8825004360718647,DARIA-TOPSIS/DARIA-VIKOR
3617,9,0.04011861154718299,DARIA-TOPSIS/AVG TOPSIS
3618,9,0.09887929530786677,DARIA-VIKOR/AVG VIKOR
3619,9,0.9407596371882087,AVG TOPSIS/AVG VIKOR
3620,10,0.8519099947671376,DARIA-TOPSIS/DARIA-VIKOR
3621,10,0.1545002616431188,DARIA-TOPSIS/AVG TOPSIS
3622,10,0.0577795220652364,DARIA-VIKOR/AVG VIKOR
3623,10,0.8760683760683761,AVG TOPSIS/AVG VIKOR
3624,5,0.9253008895866038,DARIA-TOPSIS/DARIA-VIKOR
3625,5,0.17833158904587476,DARIA-TOPSIS/AVG TOPSIS
3626,5,0.23741932670504096,DARIA-VIKOR/AVG VIKOR
3627,5,0.8449982557125414,AVG TOPSIS/AVG VIKOR
3628,6,0.9280045351473922,DARIA-TOPSIS/DARIA-VIKOR
3629,6,0.25074132216989364,DARIA-TOPSIS/AVG TOPSIS
3630,6,0.1877071341357056,DARIA-VIKOR/AVG VIKOR
3631,6,0.9425257282400139,AVG TOPSIS/AVG VIKOR
3632,7,0.7556471306471306,DARIA-TOPSIS/DARIA-VIKOR
3633,7,0.07550584336298627,DARIA-TOPSIS/AVG TOPSIS
3634,7,0.17141984999127857,DARIA-VIKOR/AVG VIKOR
3635,7,0.9714809000523287,AVG TOPSIS/AVG VIKOR
3636,8,0.788788592360021,DARIA-TOPSIS/DARIA-VIKOR
3637,8,0.14364207221350078,DARIA-TOPSIS/AVG TOPSIS
3638,8,0.1913047270190127,DARIA-VIKOR/AVG VIKOR
3639,8,0.9403453689167975,AVG TOPSIS/AVG VIKOR
3640,9,0.7811573347287633,DARIA-TOPSIS/DARIA-VIKOR
3641,9,0.11819727891156462,DARIA-TOPSIS/AVG TOPSIS
3642,9,0.23301500087214377,DARIA-VIKOR/AVG VIKOR
3643,9,0.9651360544217688,AVG TOPSIS/AVG VIKOR
3644,10,0.8558564451421594,DARIA-TOPSIS/DARIA-VIKOR
3645,10,0.320839874411303,DARIA-TOPSIS/AVG TOPSIS
3646,10,0.4036717251002965,DARIA-VIKOR/AVG VIKOR
3647,10,0.9585731728588871,AVG TOPSIS/AVG VIKOR
3648,5,0.9144863073434502,DARIA-TOPSIS/DARIA-VIKOR
3649,5,-0.0376330019187161,DARIA-TOPSIS/AVG TOPSIS
3650,5,-0.02435461364032787,DARIA-VIKOR/AVG VIKOR
3651,5,0.791056166056166,AVG TOPSIS/AVG VIKOR
3652,6,0.8019361590790162,DARIA-TOPSIS/DARIA-VIKOR
3653,6,0.22549276120704698,DARIA-TOPSIS/AVG TOPSIS
3654,6,0.4641984999127856,DARIA-VIKOR/AVG VIKOR
3655,6,0.8808651665794522,AVG TOPSIS/AVG VIKOR
3656,7,0.7467730682016396,DARIA-TOPSIS/DARIA-VIKOR
3657,7,0.23427960927960922,DARIA-TOPSIS/AVG TOPSIS
3658,7,0.2762951334379906,DARIA-VIKOR/AVG VIKOR
3659,7,0.9318201639630211,AVG TOPSIS/AVG VIKOR
3660,8,0.9288766788766789,DARIA-TOPSIS/DARIA-VIKOR
3661,8,0.10249869178440607,DARIA-TOPSIS/AVG TOPSIS
3662,8,0.14091662305948016,DARIA-VIKOR/AVG VIKOR
3663,8,0.9180620966335252,AVG TOPSIS/AVG VIKOR
3664,9,0.9183237397523112,DARIA-TOPSIS/DARIA-VIKOR
3665,9,0.2374629338915053,DARIA-TOPSIS/AVG TOPSIS
3666,9,0.15223268794697364,DARIA-VIKOR/AVG VIKOR
3667,9,0.88003663003663,AVG TOPSIS/AVG VIKOR
3668,10,0.7950680272108843,DARIA-TOPSIS/DARIA-VIKOR
3669,10,0.34593581022152453,DARIA-TOPSIS/AVG TOPSIS
3670,10,0.24984737484737485,DARIA-VIKOR/AVG VIKOR
3671,10,0.9513343799058085,AVG TOPSIS/AVG VIKOR
3672,5,0.7276949241234956,DARIA-TOPSIS/DARIA-VIKOR
3673,5,0.15031397174254313,DARIA-TOPSIS/AVG TOPSIS
3674,5,0.1858756323042038,DARIA-VIKOR/AVG VIKOR
3675,5,0.8528257456828885,AVG TOPSIS/AVG VIKOR
3676,6,0.8924210709924996,DARIA-TOPSIS/DARIA-VIKOR
3677,6,-0.040859933717076524,DARIA-TOPSIS/AVG TOPSIS
3678,6,-0.176783533926391,DARIA-VIKOR/AVG VIKOR
3679,6,0.942394906680621,AVG TOPSIS/AVG VIKOR
3680,7,0.7859105180533752,DARIA-TOPSIS/DARIA-VIKOR
3681,7,0.003335949764521229,DARIA-TOPSIS/AVG TOPSIS
3682,7,0.18666056166056166,DARIA-VIKOR/AVG VIKOR
3683,7,0.9319727891156463,AVG TOPSIS/AVG VIKOR
3684,8,0.8299973835688121,DARIA-TOPSIS/DARIA-VIKOR
3685,8,0.580629687772545,DARIA-TOPSIS/AVG TOPSIS
3686,8,0.40474010116867265,DARIA-VIKOR/AVG VIKOR
3687,8,0.8799712192569336,AVG TOPSIS/AVG VIKOR
3688,9,0.8619396476539334,DARIA-TOPSIS/DARIA-VIKOR
3689,9,0.45381998953427527,DARIA-TOPSIS/AVG TOPSIS
3690,9,0.25558171986743417,DARIA-VIKOR/AVG VIKOR
3691,9,0.8644688644688645,AVG TOPSIS/AVG VIKOR
3692,10,0.9464285714285714,DARIA-TOPSIS/DARIA-VIKOR
3693,10,-0.0553811268096982,DARIA-TOPSIS/AVG TOPSIS
3694,10,-0.009789813361241961,DARIA-VIKOR/AVG VIKOR
3695,10,0.9520320948892378,AVG TOPSIS/AVG VIKOR
3696,5,0.8632260596546311,DARIA-TOPSIS/DARIA-VIKOR
3697,5,0.43626809698238267,DARIA-TOPSIS/AVG TOPSIS
3698,5,0.32186464329321474,DARIA-VIKOR/AVG VIKOR
3699,5,0.9499607535321821,AVG TOPSIS/AVG VIKOR
3700,6,0.8938383045525903,DARIA-TOPSIS/DARIA-VIKOR
3701,6,0.19379033664747947,DARIA-TOPSIS/AVG TOPSIS
3702,6,0.17083115297401008,DARIA-VIKOR/AVG VIKOR
3703,6,0.9521847200418629,AVG TOPSIS/AVG VIKOR
3704,7,0.9444662480376766,DARIA-TOPSIS/DARIA-VIKOR
3705,7,0.1496816675388104,DARIA-TOPSIS/AVG TOPSIS
3706,7,0.1281179138321995,DARIA-VIKOR/AVG VIKOR
3707,7,0.9184545613117041,AVG TOPSIS/AVG VIKOR
3708,8,0.8642944357230071,DARIA-TOPSIS/DARIA-VIKOR
3709,8,-0.010596546310831956,DARIA-TOPSIS/AVG TOPSIS
3710,8,0.2455738705738706,DARIA-VIKOR/AVG VIKOR
3711,8,0.9178004535147393,AVG TOPSIS/AVG VIKOR
3712,9,0.9205913134484563,DARIA-TOPSIS/DARIA-VIKOR
3713,9,-0.06868131868131866,DARIA-TOPSIS/AVG TOPSIS
3714,9,0.06708965637537068,DARIA-VIKOR/AVG VIKOR
3715,9,0.9025161346589918,AVG TOPSIS/AVG VIKOR
3716,10,0.7140458747601605,DARIA-TOPSIS/DARIA-VIKOR
3717,10,-0.11765218908076047,DARIA-TOPSIS/AVG TOPSIS
3718,10,-0.13319815105529398,DARIA-VIKOR/AVG VIKOR
3719,10,0.9481074481074481,AVG TOPSIS/AVG VIKOR
3720,5,0.8311965811965811,DARIA-TOPSIS/DARIA-VIKOR
3721,5,0.383743240886098,DARIA-TOPSIS/AVG TOPSIS
3722,5,0.42449415663701373,DARIA-VIKOR/AVG VIKOR
3723,5,0.8504273504273504,AVG TOPSIS/AVG VIKOR
3724,6,0.639564800279086,DARIA-TOPSIS/DARIA-VIKOR
3725,6,0.4813143206000349,DARIA-TOPSIS/AVG TOPSIS
3726,6,0.19012733298447582,DARIA-VIKOR/AVG VIKOR
3727,6,0.9346982382696668,AVG TOPSIS/AVG VIKOR
3728,7,0.7829016221873365,DARIA-TOPSIS/DARIA-VIKOR
3729,7,0.2950462236176522,DARIA-TOPSIS/AVG TOPSIS
3730,7,0.3391766963195535,DARIA-VIKOR/AVG VIKOR
3731,7,0.8149311006453863,AVG TOPSIS/AVG VIKOR
3732,8,0.8932060003488576,DARIA-TOPSIS/DARIA-VIKOR
3733,8,0.49494156637013775,DARIA-TOPSIS/AVG TOPSIS
3734,8,0.4533403104831676,DARIA-VIKOR/AVG VIKOR
3735,8,0.9374236874236874,AVG TOPSIS/AVG VIKOR
3736,9,0.844409558695273,DARIA-TOPSIS/DARIA-VIKOR
3737,9,0.2072649572649573,DARIA-TOPSIS/AVG TOPSIS
3738,9,0.2683368219082505,DARIA-VIKOR/AVG VIKOR
3739,9,0.9069858712715856,AVG TOPSIS/AVG VIKOR
3740,10,0.8795569509855224,DARIA-TOPSIS/DARIA-VIKOR
3741,10,0.0203645560788418,DARIA-TOPSIS/AVG TOPSIS
3742,10,0.2189952904238619,DARIA-VIKOR/AVG VIKOR
3743,10,0.8939037153322867,AVG TOPSIS/AVG VIKOR
3744,5,0.9136141636141636,DARIA-TOPSIS/DARIA-VIKOR
3745,5,0.5547488226059655,DARIA-TOPSIS/AVG TOPSIS
3746,5,0.2410823303680446,DARIA-VIKOR/AVG VIKOR
3747,5,0.8652537938252224,AVG TOPSIS/AVG VIKOR
3748,6,0.9490668062096633,DARIA-TOPSIS/DARIA-VIKOR
3749,6,0.23081283795569507,DARIA-TOPSIS/AVG TOPSIS
3750,6,0.0716248037676609,DARIA-VIKOR/AVG VIKOR
3751,6,0.8893467643467643,AVG TOPSIS/AVG VIKOR
3752,7,0.8811922204779348,DARIA-TOPSIS/DARIA-VIKOR
3753,7,-0.015742194313622893,DARIA-TOPSIS/AVG TOPSIS
3754,7,-0.15022675736961455,DARIA-VIKOR/AVG VIKOR
3755,7,0.6703950811093669,AVG TOPSIS/AVG VIKOR
3756,8,0.7620791906506192,DARIA-TOPSIS/DARIA-VIKOR
3757,8,0.19895778824350252,DARIA-TOPSIS/AVG TOPSIS
3758,8,0.04788069073783363,DARIA-VIKOR/AVG VIKOR
3759,8,0.8390458747601605,AVG TOPSIS/AVG VIKOR
3760,9,0.9646999825571254,DARIA-TOPSIS/DARIA-VIKOR
3761,9,0.18768533054247338,DARIA-TOPSIS/AVG TOPSIS
3762,9,0.20272980987266698,DARIA-VIKOR/AVG VIKOR
3763,9,0.9201770451770452,AVG TOPSIS/AVG VIKOR
3764,10,0.9486961451247166,DARIA-TOPSIS/DARIA-VIKOR
3765,10,0.26066195709052853,DARIA-TOPSIS/AVG TOPSIS
3766,10,0.1336124193267051,DARIA-VIKOR/AVG VIKOR
3767,10,0.9105834641548928,AVG TOPSIS/AVG VIKOR
3768,5,0.8011948369091226,DARIA-TOPSIS/DARIA-VIKOR
