Lp,Alternatives,Correlation,Methods
18777,200,0.14848976448291806,DARIA-TOPSIS/AVG TOPSIS
18778,200,0.13732378384086463,DARIA-VIKOR/AVG VIKOR
18779,200,0.9299415768976314,AVG TOPSIS/AVG VIKOR
18780,10,0.753168044077135,DARIA-TOPSIS/DARIA-VIKOR
18781,10,-0.04903581267217638,DARIA-TOPSIS/AVG TOPSIS
18782,10,0.39063360881542697,DARIA-VIKOR/AVG VIKOR
18783,10,0.8964187327823692,AVG TOPSIS/AVG VIKOR
18784,30,0.8800100470056335,DARIA-TOPSIS/DARIA-VIKOR
18785,30,-0.06294449029387494,DARIA-TOPSIS/AVG TOPSIS
18786,30,0.05436147690982818,DARIA-VIKOR/AVG VIKOR
18787,30,0.9304316624206107,AVG TOPSIS/AVG VIKOR
18788,50,0.7984210154650095,DARIA-TOPSIS/DARIA-VIKOR
18789,50,0.13369771437986955,DARIA-TOPSIS/AVG TOPSIS
18790,50,0.17993550361320998,DARIA-VIKOR/AVG VIKOR
18791,50,0.7751740696278512,AVG TOPSIS/AVG VIKOR
18792,100,0.7936924781587069,DARIA-TOPSIS/DARIA-VIKOR
18793,100,0.19532666137900923,DARIA-TOPSIS/AVG TOPSIS
18794,100,0.2611132004289538,DARIA-VIKOR/AVG VIKOR
18795,100,0.8905642643472268,AVG TOPSIS/AVG VIKOR
18796,200,0.818583755638667,DARIA-TOPSIS/DARIA-VIKOR
18797,200,0.21468449397802114,DARIA-TOPSIS/AVG TOPSIS
18798,200,0.20012017464615717,DARIA-VIKOR/AVG VIKOR
18799,200,0.8916477688061605,AVG TOPSIS/AVG VIKOR
18800,10,0.8589531680440772,DARIA-TOPSIS/DARIA-VIKOR
18801,10,-0.1074380165289257,DARIA-TOPSIS/AVG TOPSIS
18802,10,0.2925619834710744,DARIA-VIKOR/AVG VIKOR
18803,10,0.9504132231404958,AVG TOPSIS/AVG VIKOR
18804,30,0.8984678316408913,DARIA-TOPSIS/DARIA-VIKOR
18805,30,0.05042879184757254,DARIA-TOPSIS/AVG TOPSIS
18806,30,0.0943342064659658,DARIA-VIKOR/AVG VIKOR
18807,30,0.9398184362553375,AVG TOPSIS/AVG VIKOR
18808,50,0.8397683779394111,DARIA-TOPSIS/DARIA-VIKOR
18809,50,0.08044912082480049,DARIA-TOPSIS/AVG TOPSIS
18810,50,-0.06664218628627916,DARIA-VIKOR/AVG VIKOR
18811,50,0.9485554221688676,AVG TOPSIS/AVG VIKOR
18812,100,0.8223042898349241,DARIA-TOPSIS/DARIA-VIKOR
18813,100,0.21736633069247524,DARIA-TOPSIS/AVG TOPSIS
18814,100,0.14802280228022802,DARIA-VIKOR/AVG VIKOR
18815,100,0.894030234706639,AVG TOPSIS/AVG VIKOR
18816,200,0.8352904419625415,DARIA-TOPSIS/DARIA-VIKOR
18817,200,0.08306115115564461,DARIA-TOPSIS/AVG TOPSIS
18818,200,0.14343622023386404,DARIA-VIKOR/AVG VIKOR
18819,200,0.857295827918086,AVG TOPSIS/AVG VIKOR
18820,10,0.9118457300275482,DARIA-TOPSIS/DARIA-VIKOR
18821,10,0.14049586776859502,DARIA-TOPSIS/AVG TOPSIS
18822,10,0.26942148760330575,DARIA-VIKOR/AVG VIKOR
18823,10,0.9603305785123967,AVG TOPSIS/AVG VIKOR
18824,30,0.8312820696831605,DARIA-TOPSIS/DARIA-VIKOR
18825,30,0.40887724712045637,DARIA-TOPSIS/AVG TOPSIS
18826,30,0.29606372672144676,DARIA-VIKOR/AVG VIKOR
18827,30,0.9596971545444759,AVG TOPSIS/AVG VIKOR
18828,50,0.8460089918320269,DARIA-TOPSIS/DARIA-VIKOR
18829,50,0.08213826707153449,DARIA-TOPSIS/AVG TOPSIS
18830,50,0.2138822587858673,DARIA-VIKOR/AVG VIKOR
18831,50,0.9007810182896688,AVG TOPSIS/AVG VIKOR
18832,100,0.7864114332225302,DARIA-TOPSIS/DARIA-VIKOR
18833,100,0.08758939260262655,DARIA-TOPSIS/AVG TOPSIS
18834,100,0.11209120912091208,DARIA-VIKOR/AVG VIKOR
18835,100,0.8276065626364617,AVG TOPSIS/AVG VIKOR
18836,200,0.8494487287555323,DARIA-TOPSIS/DARIA-VIKOR
18837,200,0.1590283712316688,DARIA-TOPSIS/AVG TOPSIS
18838,200,0.07300817595066744,DARIA-VIKOR/AVG VIKOR
18839,200,0.8703503333852003,AVG TOPSIS/AVG VIKOR
18840,10,0.8049586776859504,DARIA-TOPSIS/DARIA-VIKOR
18841,10,-0.11074380165289255,DARIA-TOPSIS/AVG TOPSIS
18842,10,0.12506887052341598,DARIA-VIKOR/AVG VIKOR
18843,10,0.9393939393939394,AVG TOPSIS/AVG VIKOR
18844,30,0.8912483404499623,DARIA-TOPSIS/DARIA-VIKOR
18845,30,-0.17044745057232058,DARIA-TOPSIS/AVG TOPSIS
18846,30,-0.09736266102120639,DARIA-VIKOR/AVG VIKOR
18847,30,0.8051742079012523,AVG TOPSIS/AVG VIKOR
18848,50,0.9488360049902314,DARIA-TOPSIS/DARIA-VIKOR
18849,50,0.24920933079113994,DARIA-TOPSIS/AVG TOPSIS
18850,50,0.16907751335828447,DARIA-VIKOR/AVG VIKOR
18851,50,0.9074246169055857,AVG TOPSIS/AVG VIKOR
18852,100,0.858452498715218,DARIA-TOPSIS/DARIA-VIKOR
18853,100,0.2667285738474837,DARIA-TOPSIS/AVG TOPSIS
18854,100,0.08335237484144453,DARIA-VIKOR/AVG VIKOR
18855,100,0.9168345349386424,AVG TOPSIS/AVG VIKOR
18856,200,0.8026726339800286,DARIA-TOPSIS/DARIA-VIKOR
18857,200,0.1503919239772039,DARIA-TOPSIS/AVG TOPSIS
18858,200,0.1481659728060366,DARIA-VIKOR/AVG VIKOR
18859,200,0.9343573738597196,AVG TOPSIS/AVG VIKOR
18860,10,0.9647382920110192,DARIA-TOPSIS/DARIA-VIKOR
18861,10,-0.48539944903581267,DARIA-TOPSIS/AVG TOPSIS
18862,10,-0.5008264462809917,DARIA-VIKOR/AVG VIKOR
18863,10,0.8798898071625344,AVG TOPSIS/AVG VIKOR
18864,30,0.6813233341705838,DARIA-TOPSIS/DARIA-VIKOR
18865,30,0.06282966737234918,DARIA-TOPSIS/AVG TOPSIS
18866,30,-0.18604901503462634,DARIA-VIKOR/AVG VIKOR
18867,30,0.8689009293480211,AVG TOPSIS/AVG VIKOR
18868,50,0.9097257726620059,DARIA-TOPSIS/DARIA-VIKOR
18869,50,0.3393875197137679,DARIA-TOPSIS/AVG TOPSIS
18870,50,0.36476425864463435,DARIA-VIKOR/AVG VIKOR
18871,50,0.9086429866064073,AVG TOPSIS/AVG VIKOR
18872,100,0.7287076430415318,DARIA-TOPSIS/DARIA-VIKOR
18873,100,0.12266319701277062,DARIA-TOPSIS/AVG TOPSIS
18874,100,0.11305047336416807,DARIA-VIKOR/AVG VIKOR
18875,100,0.9158818060023824,AVG TOPSIS/AVG VIKOR
18876,200,0.8676949311792497,DARIA-TOPSIS/DARIA-VIKOR
18877,200,0.17808900446391762,DARIA-TOPSIS/AVG TOPSIS
18878,200,0.18213329960114677,DARIA-VIKOR/AVG VIKOR
18879,200,0.868211847087222,AVG TOPSIS/AVG VIKOR
18880,10,0.8931129476584022,DARIA-TOPSIS/DARIA-VIKOR
18881,10,0.48980716253443524,DARIA-TOPSIS/AVG TOPSIS
18882,10,0.6760330578512397,DARIA-VIKOR/AVG VIKOR
18883,10,0.8699724517906336,AVG TOPSIS/AVG VIKOR
18884,30,0.9007068786106427,DARIA-TOPSIS/DARIA-VIKOR
18885,30,0.3069431985360077,DARIA-TOPSIS/AVG TOPSIS
18886,30,0.5194660734149055,DARIA-VIKOR/AVG VIKOR
18887,30,0.9327855323118878,AVG TOPSIS/AVG VIKOR
18888,50,0.8302944707294683,DARIA-TOPSIS/DARIA-VIKOR
18889,50,0.2878977473342278,DARIA-TOPSIS/AVG TOPSIS
18890,50,0.2855796436221547,DARIA-VIKOR/AVG VIKOR
18891,50,0.9106805074971165,AVG TOPSIS/AVG VIKOR
18892,100,0.8713941889238429,DARIA-TOPSIS/DARIA-VIKOR
18893,100,0.3640729221436996,DARIA-TOPSIS/AVG TOPSIS
18894,100,0.366430029141528,DARIA-VIKOR/AVG VIKOR
18895,100,0.8915793757593581,AVG TOPSIS/AVG VIKOR
18896,200,0.8251630992267344,DARIA-TOPSIS/DARIA-VIKOR
18897,200,0.14722412090153003,DARIA-TOPSIS/AVG TOPSIS
18898,200,0.19700234296902197,DARIA-VIKOR/AVG VIKOR
18899,200,0.8681930704984042,AVG TOPSIS/AVG VIKOR
18900,10,0.9393939393939394,DARIA-TOPSIS/DARIA-VIKOR
18901,10,0.5603305785123966,DARIA-TOPSIS/AVG TOPSIS
18902,10,0.7322314049586777,DARIA-VIKOR/AVG VIKOR
18903,10,0.7741046831955922,AVG TOPSIS/AVG VIKOR
18904,30,0.8186084897197603,DARIA-TOPSIS/DARIA-VIKOR
18905,30,0.16618464961067858,DARIA-TOPSIS/AVG TOPSIS
18906,30,0.20648749506620256,DARIA-VIKOR/AVG VIKOR
18907,30,0.7075173131436363,AVG TOPSIS/AVG VIKOR
18908,50,0.7732947296565685,DARIA-TOPSIS/DARIA-VIKOR
18909,50,0.3672480757008686,DARIA-TOPSIS/AVG TOPSIS
18910,50,0.37556198950168307,DARIA-VIKOR/AVG VIKOR
18911,50,0.8251309935739002,AVG TOPSIS/AVG VIKOR
18912,100,0.7813691468156716,DARIA-TOPSIS/DARIA-VIKOR
18913,100,0.11317393125451158,DARIA-TOPSIS/AVG TOPSIS
18914,100,0.09000995149019853,DARIA-VIKOR/AVG VIKOR
18915,100,0.9016436297095056,AVG TOPSIS/AVG VIKOR
18916,200,0.7989015770170373,DARIA-TOPSIS/DARIA-VIKOR
18917,200,0.1539832451035157,DARIA-TOPSIS/AVG TOPSIS
18918,200,0.09310310369699537,DARIA-VIKOR/AVG VIKOR
18919,200,0.9001375034375859,AVG TOPSIS/AVG VIKOR
18920,10,0.8479338842975207,DARIA-TOPSIS/DARIA-VIKOR
18921,10,0.34545454545454546,DARIA-TOPSIS/AVG TOPSIS
18922,10,0.45785123966942154,DARIA-VIKOR/AVG VIKOR
18923,10,0.9085399449035813,AVG TOPSIS/AVG VIKOR
18924,30,0.9151602138576913,DARIA-TOPSIS/DARIA-VIKOR
18925,30,0.27556783522910766,DARIA-TOPSIS/AVG TOPSIS
18926,30,0.5168538519501955,DARIA-VIKOR/AVG VIKOR
18927,30,0.8580788689942229,AVG TOPSIS/AVG VIKOR
18928,50,0.8084598545300473,DARIA-TOPSIS/DARIA-VIKOR
18929,50,0.211065131935127,DARIA-TOPSIS/AVG TOPSIS
18930,50,0.24147353058870602,DARIA-VIKOR/AVG VIKOR
18931,50,0.9355940023068051,AVG TOPSIS/AVG VIKOR
18932,100,0.8853697646992422,DARIA-TOPSIS/DARIA-VIKOR
18933,100,0.2244583270208209,DARIA-TOPSIS/AVG TOPSIS
18934,100,0.13064470803515993,DARIA-VIKOR/AVG VIKOR
18935,100,0.866800818695731,AVG TOPSIS/AVG VIKOR
18936,200,0.84714911156361,DARIA-TOPSIS/DARIA-VIKOR
18937,200,0.20230756515181536,DARIA-TOPSIS/AVG TOPSIS
18938,200,0.1624437999009677,DARIA-VIKOR/AVG VIKOR
18939,200,0.866457176354782,AVG TOPSIS/AVG VIKOR
18940,10,0.7829201101928375,DARIA-TOPSIS/DARIA-VIKOR
18941,10,0.27603305785123966,DARIA-TOPSIS/AVG TOPSIS
18942,10,-0.09090909090909083,DARIA-VIKOR/AVG VIKOR
18943,10,0.9669421487603306,AVG TOPSIS/AVG VIKOR
18944,30,0.7865872474792781,DARIA-TOPSIS/DARIA-VIKOR
18945,30,0.380472926908034,DARIA-TOPSIS/AVG TOPSIS
18946,30,0.3502027342208188,DARIA-VIKOR/AVG VIKOR
18947,30,0.8933869173633786,AVG TOPSIS/AVG VIKOR
18948,50,0.8649342089777088,DARIA-TOPSIS/DARIA-VIKOR
18949,50,0.2961815314361038,DARIA-TOPSIS/AVG TOPSIS
18950,50,0.30334486735870814,DARIA-VIKOR/AVG VIKOR
18951,50,0.9090723348162795,AVG TOPSIS/AVG VIKOR
18952,100,0.7900386474290993,DARIA-TOPSIS/DARIA-VIKOR
18953,100,0.14099497078420709,DARIA-TOPSIS/AVG TOPSIS
18954,100,0.06957333357098083,DARIA-VIKOR/AVG VIKOR
18955,100,0.9173306241515241,AVG TOPSIS/AVG VIKOR
18956,200,0.8761386497349001,DARIA-TOPSIS/DARIA-VIKOR
18957,200,0.2885710500971479,DARIA-TOPSIS/AVG TOPSIS
18958,200,0.22636321131908899,DARIA-VIKOR/AVG VIKOR
18959,200,0.8914575849470864,AVG TOPSIS/AVG VIKOR
18960,10,0.8115702479338843,DARIA-TOPSIS/DARIA-VIKOR
18961,10,0.353168044077135,DARIA-TOPSIS/AVG TOPSIS
18962,10,-0.14380165289256208,DARIA-VIKOR/AVG VIKOR
18963,10,0.8776859504132232,AVG TOPSIS/AVG VIKOR
18964,30,0.9308335426459506,DARIA-TOPSIS/DARIA-VIKOR
18965,30,0.09499443826473863,DARIA-TOPSIS/AVG TOPSIS
18966,30,0.1370770390039111,DARIA-VIKOR/AVG VIKOR
18967,30,0.9062614374394489,AVG TOPSIS/AVG VIKOR
18968,50,0.6706033001435868,DARIA-TOPSIS/DARIA-VIKOR
18969,50,0.11136030882941417,DARIA-TOPSIS/AVG TOPSIS
18970,50,-0.10922863262952243,DARIA-VIKOR/AVG VIKOR
18971,50,0.8913334745662971,AVG TOPSIS/AVG VIKOR
18972,100,0.7418274500717399,DARIA-TOPSIS/DARIA-VIKOR
18973,100,0.04293114459960845,DARIA-TOPSIS/AVG TOPSIS
18974,100,0.13341948056191755,DARIA-VIKOR/AVG VIKOR
18975,100,0.8903818698701553,AVG TOPSIS/AVG VIKOR
18976,200,0.8385905244646041,DARIA-TOPSIS/DARIA-VIKOR
18977,200,0.07897982524189973,DARIA-TOPSIS/AVG TOPSIS
18978,200,0.08822246675569878,DARIA-VIKOR/AVG VIKOR
18979,200,0.8497778190723425,AVG TOPSIS/AVG VIKOR
18980,10,0.9382920110192837,DARIA-TOPSIS/DARIA-VIKOR
18981,10,0.48319559228650133,DARIA-TOPSIS/AVG TOPSIS
18982,10,0.1636363636363637,DARIA-VIKOR/AVG VIKOR
18983,10,0.6804407713498623,AVG TOPSIS/AVG VIKOR
18984,30,0.9055437941799132,DARIA-TOPSIS/DARIA-VIKOR
18985,30,0.07825899745236642,DARIA-TOPSIS/AVG TOPSIS
18986,30,0.1923929814489217,DARIA-VIKOR/AVG VIKOR
18987,30,0.9079550755319531,AVG TOPSIS/AVG VIKOR
18988,50,0.8143238471859332,DARIA-TOPSIS/DARIA-VIKOR
18989,50,0.36900313066403034,DARIA-TOPSIS/AVG TOPSIS
18990,50,0.2951288750794435,DARIA-VIKOR/AVG VIKOR
18991,50,0.8967511710566579,AVG TOPSIS/AVG VIKOR
18992,100,0.7638359875591519,DARIA-TOPSIS/DARIA-VIKOR
18993,100,0.25233164900648486,DARIA-TOPSIS/AVG TOPSIS
18994,100,0.0921685039791108,DARIA-VIKOR/AVG VIKOR
18995,100,0.9070767274747277,AVG TOPSIS/AVG VIKOR
18996,200,0.8389040920052853,DARIA-TOPSIS/DARIA-VIKOR
18997,200,0.26687867196679915,DARIA-TOPSIS/AVG TOPSIS
18998,200,0.2451220235729774,DARIA-VIKOR/AVG VIKOR
18999,200,0.8845969059674254,AVG TOPSIS/AVG VIKOR
19000,10,0.7520661157024793,DARIA-TOPSIS/DARIA-VIKOR
19001,10,-0.04903581267217638,DARIA-TOPSIS/AVG TOPSIS
19002,10,0.19889807162534434,DARIA-VIKOR/AVG VIKOR
19003,10,0.9537190082644628,AVG TOPSIS/AVG VIKOR
19004,30,0.929312138935735,DARIA-TOPSIS/DARIA-VIKOR
19005,30,0.09552549427679502,DARIA-TOPSIS/AVG TOPSIS
19006,30,-0.06093508916717494,DARIA-VIKOR/AVG VIKOR
19007,30,0.9066059062040259,AVG TOPSIS/AVG VIKOR
19008,50,0.8235416519548996,DARIA-TOPSIS/DARIA-VIKOR
19009,50,0.4303810936139162,DARIA-TOPSIS/AVG TOPSIS
19010,50,0.43809053032977896,DARIA-VIKOR/AVG VIKOR
19011,50,0.8687719793799873,AVG TOPSIS/AVG VIKOR
19012,100,0.8667383173960961,DARIA-TOPSIS/DARIA-VIKOR
19013,100,0.061372117409760785,DARIA-TOPSIS/AVG TOPSIS
19014,100,0.024298271411299588,DARIA-VIKOR/AVG VIKOR
19015,100,0.8748076391797596,AVG TOPSIS/AVG VIKOR
19016,200,0.8704337235296554,DARIA-TOPSIS/DARIA-VIKOR
19017,200,0.18257222102194348,DARIA-TOPSIS/AVG TOPSIS
19018,200,0.2041317376217987,DARIA-VIKOR/AVG VIKOR
19019,200,0.8591149554858275,AVG TOPSIS/AVG VIKOR
19020,10,0.962534435261708,DARIA-TOPSIS/DARIA-VIKOR
19021,10,-0.09421487603305789,DARIA-TOPSIS/AVG TOPSIS
19022,10,-0.06225895316804397,DARIA-VIKOR/AVG VIKOR
19023,10,0.9415977961432507,AVG TOPSIS/AVG VIKOR
19024,30,0.7459399332591768,DARIA-TOPSIS/DARIA-VIKOR
19025,30,0.297255014532276,DARIA-TOPSIS/AVG TOPSIS
19026,30,0.1951200258351573,DARIA-VIKOR/AVG VIKOR
19027,30,0.9120456421113065,AVG TOPSIS/AVG VIKOR
19028,50,0.8258220935432996,DARIA-TOPSIS/DARIA-VIKOR
19029,50,0.05773697714379866,DARIA-TOPSIS/AVG TOPSIS
19030,50,0.12079467080950024,DARIA-VIKOR/AVG VIKOR
19031,50,0.9542612339053268,AVG TOPSIS/AVG VIKOR
19032,100,0.8157237109849599,DARIA-TOPSIS/DARIA-VIKOR
19033,100,0.27948287898096735,DARIA-TOPSIS/AVG TOPSIS
19034,100,0.21520587702334593,DARIA-VIKOR/AVG VIKOR
19035,100,0.8919333517510167,AVG TOPSIS/AVG VIKOR
19036,200,0.9032242000079853,DARIA-TOPSIS/DARIA-VIKOR
19037,200,0.21641453722910242,DARIA-TOPSIS/AVG TOPSIS
19038,200,0.21592100250267454,DARIA-VIKOR/AVG VIKOR
19039,200,0.9009706362062037,AVG TOPSIS/AVG VIKOR
19040,10,0.6099173553719008,DARIA-TOPSIS/DARIA-VIKOR
19041,10,0.19889807162534434,DARIA-TOPSIS/AVG TOPSIS
19042,10,-0.4292011019283746,DARIA-VIKOR/AVG VIKOR
19043,10,0.9636363636363636,AVG TOPSIS/AVG VIKOR
19044,30,0.8904302271340916,DARIA-TOPSIS/DARIA-VIKOR
19045,30,0.06506871434210049,DARIA-TOPSIS/AVG TOPSIS
19046,30,0.1433922996878252,DARIA-VIKOR/AVG VIKOR
19047,30,0.9294700204528329,AVG TOPSIS/AVG VIKOR
19048,50,0.7479161076195184,DARIA-TOPSIS/DARIA-VIKOR
19049,50,0.011184709177788799,DARIA-TOPSIS/AVG TOPSIS
19050,50,0.11380646376197534,DARIA-VIKOR/AVG VIKOR
19051,50,0.9316903231880987,AVG TOPSIS/AVG VIKOR
19052,100,0.7958531694753634,DARIA-TOPSIS/DARIA-VIKOR
19053,100,0.31332412449165714,DARIA-TOPSIS/AVG TOPSIS
19054,100,0.22790409734042716,DARIA-VIKOR/AVG VIKOR
19055,100,0.8665514076160091,AVG TOPSIS/AVG VIKOR
19056,200,0.831987351922604,DARIA-TOPSIS/DARIA-VIKOR
19057,200,0.17187706558335603,DARIA-TOPSIS/AVG TOPSIS
19058,200,0.1695720601970273,DARIA-VIKOR/AVG VIKOR
19059,200,0.8842719575452073,AVG TOPSIS/AVG VIKOR
19060,10,0.8567493112947658,DARIA-TOPSIS/DARIA-VIKOR
19061,10,0.540495867768595,DARIA-TOPSIS/AVG TOPSIS
19062,10,0.6286501377410468,DARIA-VIKOR/AVG VIKOR
19063,10,0.8986225895316804,AVG TOPSIS/AVG VIKOR
19064,30,0.8108435896515842,DARIA-TOPSIS/DARIA-VIKOR
19065,30,0.268678459937565,DARIA-TOPSIS/AVG TOPSIS
19066,30,0.1646488930352722,DARIA-VIKOR/AVG VIKOR
19067,30,0.9098353008719365,AVG TOPSIS/AVG VIKOR
19068,50,0.7554843113716074,DARIA-TOPSIS/DARIA-VIKOR
19069,50,0.20347433090883416,DARIA-TOPSIS/AVG TOPSIS
19070,50,0.05697243603323687,DARIA-VIKOR/AVG VIKOR
19071,50,0.8449092578207753,AVG TOPSIS/AVG VIKOR
19072,100,0.8005891282197527,DARIA-TOPSIS/DARIA-VIKOR
19073,100,0.014156306719780853,DARIA-TOPSIS/AVG TOPSIS
19074,100,-0.028400424200835994,DARIA-VIKOR/AVG VIKOR
19075,100,0.9050958165123443,AVG TOPSIS/AVG VIKOR
19076,200,0.7656046848932417,DARIA-TOPSIS/DARIA-VIKOR
19077,200,0.15497288178473123,DARIA-TOPSIS/AVG TOPSIS
19078,200,0.02982747703020938,DARIA-VIKOR/AVG VIKOR
19079,200,0.8626936643565343,AVG TOPSIS/AVG VIKOR
19080,10,0.6253443526170799,DARIA-TOPSIS/DARIA-VIKOR
19081,10,0.5162534435261708,DARIA-TOPSIS/AVG TOPSIS
19082,10,0.33884297520661155,DARIA-VIKOR/AVG VIKOR
19083,10,0.9382920110192837,AVG TOPSIS/AVG VIKOR
19084,30,0.8423481287452008,DARIA-TOPSIS/DARIA-VIKOR
19085,30,0.23771932972119558,DARIA-TOPSIS/AVG TOPSIS
19086,30,0.2426710682119918,DARIA-VIKOR/AVG VIKOR
19087,30,0.8758190103699451,AVG TOPSIS/AVG VIKOR
19088,50,0.8365049549231457,DARIA-TOPSIS/DARIA-VIKOR
19089,50,0.10886707624226166,DARIA-TOPSIS/AVG TOPSIS
19090,50,-0.06118117835369441,DARIA-VIKOR/AVG VIKOR
19091,50,0.9241767295153356,AVG TOPSIS/AVG VIKOR
19092,100,0.873866792619856,DARIA-TOPSIS/DARIA-VIKOR
19093,100,0.11200042776554886,DARIA-TOPSIS/AVG TOPSIS
19094,100,0.04912138738626337,DARIA-VIKOR/AVG VIKOR
19095,100,0.8558815089429735,AVG TOPSIS/AVG VIKOR
19096,200,0.8279554899320244,DARIA-TOPSIS/DARIA-VIKOR
19097,200,0.24159600258663183,DARIA-TOPSIS/AVG TOPSIS
19098,200,0.1647603802035349,DARIA-VIKOR/AVG VIKOR
19099,200,0.8607074206705914,AVG TOPSIS/AVG VIKOR
19100,10,0.9823691460055096,DARIA-TOPSIS/DARIA-VIKOR
19101,10,0.20550964187327825,DARIA-TOPSIS/AVG TOPSIS
19102,10,0.1768595041322314,DARIA-VIKOR/AVG VIKOR
19103,10,0.49752066115702476,AVG TOPSIS/AVG VIKOR
19104,30,0.8346836987333597,DARIA-TOPSIS/DARIA-VIKOR
19105,30,0.1768775341777602,DARIA-TOPSIS/AVG TOPSIS
19106,30,0.13968926046862107,DARIA-VIKOR/AVG VIKOR
19107,30,0.9586781011159353,AVG TOPSIS/AVG VIKOR
19108,50,0.8861850622601982,DARIA-TOPSIS/DARIA-VIKOR
19109,50,0.28153096532730737,DARIA-TOPSIS/AVG TOPSIS
19110,50,0.3230948850128287,DARIA-VIKOR/AVG VIKOR
19111,50,0.8710769013487748,AVG TOPSIS/AVG VIKOR
19112,100,0.863731482059097,DARIA-TOPSIS/DARIA-VIKOR
19113,100,0.18128870312773848,DARIA-TOPSIS/AVG TOPSIS
19114,100,0.16410452926480767,DARIA-VIKOR/AVG VIKOR
19115,100,0.8712709686810265,AVG TOPSIS/AVG VIKOR
19116,200,0.8097046008239759,DARIA-TOPSIS/DARIA-VIKOR
19117,200,0.21949838298196256,DARIA-TOPSIS/AVG TOPSIS
19118,200,0.10611492152975466,DARIA-VIKOR/AVG VIKOR
19119,200,0.8764960691181458,AVG TOPSIS/AVG VIKOR
19120,10,0.8677685950413223,DARIA-TOPSIS/DARIA-VIKOR
19121,10,0.49090909090909096,DARIA-TOPSIS/AVG TOPSIS
19122,10,0.6440771349862259,DARIA-VIKOR/AVG VIKOR
19123,10,0.9504132231404958,AVG TOPSIS/AVG VIKOR
19124,30,0.857676988768883,DARIA-TOPSIS/DARIA-VIKOR
19125,30,0.5253220424127166,DARIA-TOPSIS/AVG TOPSIS
19126,30,0.20246869281280278,DARIA-VIKOR/AVG VIKOR
19127,30,0.7949549678854642,AVG TOPSIS/AVG VIKOR
19128,50,0.8188470682390603,DARIA-TOPSIS/DARIA-VIKOR
19129,50,0.08688557776051598,DARIA-TOPSIS/AVG TOPSIS
19130,50,-0.07283195631193662,DARIA-VIKOR/AVG VIKOR
19131,50,0.8563773744792035,AVG TOPSIS/AVG VIKOR
19132,100,0.8491455086102669,DARIA-TOPSIS/DARIA-VIKOR
19133,100,0.34629700593821755,DARIA-TOPSIS/AVG TOPSIS
19134,100,0.36522646324038344,DARIA-VIKOR/AVG VIKOR
19135,100,0.9159098484105836,AVG TOPSIS/AVG VIKOR
19136,200,0.7722052528925163,DARIA-TOPSIS/DARIA-VIKOR
19137,200,0.1633232099459203,DARIA-TOPSIS/AVG TOPSIS
19138,200,0.2883496266511141,DARIA-VIKOR/AVG VIKOR
19139,200,0.8885065335588613,AVG TOPSIS/AVG VIKOR
19140,10,0.9140495867768595,DARIA-TOPSIS/DARIA-VIKOR
19141,10,0.9515151515151515,DARIA-TOPSIS/AVG TOPSIS
19142,10,0.8743801652892562,DARIA-VIKOR/AVG VIKOR
19143,10,0.981267217630854,AVG TOPSIS/AVG VIKOR
19144,30,0.8936452689368115,DARIA-TOPSIS/DARIA-VIKOR
19145,30,0.2046503283217912,DARIA-TOPSIS/AVG TOPSIS
19146,30,0.010169004987620633,DARIA-VIKOR/AVG VIKOR
19147,30,0.936589041587427,AVG TOPSIS/AVG VIKOR
19148,50,0.8339250994515454,DARIA-TOPSIS/DARIA-VIKOR
19149,50,0.301490007767813,DARIA-TOPSIS/AVG TOPSIS
19150,50,0.2816383023797754,DARIA-VIKOR/AVG VIKOR
19151,50,0.9255928253654403,AVG TOPSIS/AVG VIKOR
19152,100,0.7814880894029997,DARIA-TOPSIS/DARIA-VIKOR
19153,100,0.1214792370326142,DARIA-TOPSIS/AVG TOPSIS
19154,100,0.11835310263699639,DARIA-VIKOR/AVG VIKOR
19155,100,0.9315120026854171,AVG TOPSIS/AVG VIKOR
19156,200,0.8384684617115428,DARIA-TOPSIS/DARIA-VIKOR
19157,200,0.234718420199311,DARIA-TOPSIS/AVG TOPSIS
19158,200,0.1549827551658941,DARIA-VIKOR/AVG VIKOR
19159,200,0.8843209513073648,AVG TOPSIS/AVG VIKOR
19160,10,0.8325068870523415,DARIA-TOPSIS/DARIA-VIKOR
19161,10,-0.11735537190082646,DARIA-TOPSIS/AVG TOPSIS
19162,10,0.07438016528925617,DARIA-VIKOR/AVG VIKOR
19163,10,0.9261707988980716,AVG TOPSIS/AVG VIKOR
19164,30,0.6022390469697514,DARIA-TOPSIS/DARIA-VIKOR
19165,30,0.2546844163766192,DARIA-TOPSIS/AVG TOPSIS
19166,30,-0.012120994653557648,DARIA-VIKOR/AVG VIKOR
19167,30,0.8378556819405074,AVG TOPSIS/AVG VIKOR
19168,50,0.8894503683826471,DARIA-TOPSIS/DARIA-VIKOR
19169,50,0.0727886448697126,DARIA-TOPSIS/AVG TOPSIS
19170,50,-0.029940446766941964,DARIA-VIKOR/AVG VIKOR
19171,50,0.9227418026033943,AVG TOPSIS/AVG VIKOR
19172,100,0.8255667150873504,DARIA-TOPSIS/DARIA-VIKOR
19173,100,0.09734613065266928,DARIA-TOPSIS/AVG TOPSIS
19174,100,0.05866994620254107,DARIA-VIKOR/AVG VIKOR
19175,100,0.8688965134137177,AVG TOPSIS/AVG VIKOR
