Lp,Alternatives,Correlation,Methods
1848,50,0.8387025398394652,DARIA-TOPSIS/DARIA-VIKOR
1849,50,0.008333686415742725,DARIA-TOPSIS/AVG TOPSIS
1850,50,0.03872702021985264,DARIA-VIKOR/AVG VIKOR
1851,50,0.8593752795235742,AVG TOPSIS/AVG VIKOR
1852,100,0.7690042271553887,DARIA-TOPSIS/DARIA-VIKOR
1853,100,0.3847006086747289,DARIA-TOPSIS/AVG TOPSIS
1854,100,0.25772886199511036,DARIA-VIKOR/AVG VIKOR
1855,100,0.892263919461253,AVG TOPSIS/AVG VIKOR
1856,200,0.8084579054774876,DARIA-TOPSIS/DARIA-VIKOR
1857,200,0.23897549677547913,DARIA-TOPSIS/AVG TOPSIS
1858,200,0.235684138372116,DARIA-VIKOR/AVG VIKOR
1859,200,0.8770550607048758,AVG TOPSIS/AVG VIKOR
1860,10,0.7630853994490359,DARIA-TOPSIS/DARIA-VIKOR
1861,10,0.4181818181818182,DARIA-TOPSIS/AVG TOPSIS
1862,10,0.3432506887052341,DARIA-VIKOR/AVG VIKOR
1863,10,0.8986225895316804,AVG TOPSIS/AVG VIKOR
1864,30,0.8093365388065592,DARIA-TOPSIS/DARIA-VIKOR
1865,30,0.19806236319925363,DARIA-TOPSIS/AVG TOPSIS
1866,30,0.3595464494599735,DARIA-VIKOR/AVG VIKOR
1867,30,0.9334888227062328,AVG TOPSIS/AVG VIKOR
1868,50,0.889768613327684,DARIA-TOPSIS/DARIA-VIKOR
1869,50,0.25121483887672713,DARIA-TOPSIS/AVG TOPSIS
1870,50,0.24226820139820637,DARIA-VIKOR/AVG VIKOR
1871,50,0.8389322787938704,AVG TOPSIS/AVG VIKOR
1872,100,0.805756417225881,DARIA-TOPSIS/DARIA-VIKOR
1873,100,0.036106382915519264,DARIA-TOPSIS/AVG TOPSIS
1874,100,0.22546143723283218,DARIA-VIKOR/AVG VIKOR
1875,100,0.8853028669203554,AVG TOPSIS/AVG VIKOR
1876,200,0.7970071938365624,DARIA-TOPSIS/DARIA-VIKOR
1877,200,0.11044111923693611,DARIA-TOPSIS/AVG TOPSIS
1878,200,-0.0010080550521225362,DARIA-VIKOR/AVG VIKOR
1879,200,0.8756064871771048,AVG TOPSIS/AVG VIKOR
1880,10,0.9944903581267217,DARIA-TOPSIS/DARIA-VIKOR
1881,10,-0.43471074380165287,DARIA-TOPSIS/AVG TOPSIS
1882,10,-0.49090909090909096,DARIA-VIKOR/AVG VIKOR
1883,10,0.925068870523416,AVG TOPSIS/AVG VIKOR
1884,30,0.836822275646776,DARIA-TOPSIS/DARIA-VIKOR
1885,30,-0.15757293049625032,DARIA-TOPSIS/AVG TOPSIS
1886,30,-0.20087552477663362,DARIA-VIKOR/AVG VIKOR
1887,30,0.9627256090997165,AVG TOPSIS/AVG VIKOR
1888,50,0.8824452133794695,DARIA-TOPSIS/DARIA-VIKOR
1889,50,0.18095426405856463,DARIA-TOPSIS/AVG TOPSIS
1890,50,0.2549094932090483,DARIA-VIKOR/AVG VIKOR
1891,50,0.8831532613045218,AVG TOPSIS/AVG VIKOR
1892,100,0.8599261510309447,DARIA-TOPSIS/DARIA-VIKOR
1893,100,0.19747202443016576,DARIA-TOPSIS/AVG TOPSIS
1894,100,0.20104303499656895,DARIA-VIKOR/AVG VIKOR
1895,100,0.8724978240398298,AVG TOPSIS/AVG VIKOR
1896,200,0.8383119354103256,DARIA-TOPSIS/DARIA-VIKOR
1897,200,0.21235230880772016,DARIA-TOPSIS/AVG TOPSIS
1898,200,0.2480717465697837,DARIA-VIKOR/AVG VIKOR
1899,200,0.8672858313995163,AVG TOPSIS/AVG VIKOR
1900,10,0.6044077134986225,DARIA-TOPSIS/DARIA-VIKOR
1901,10,0.20661157024793386,DARIA-TOPSIS/AVG TOPSIS
1902,10,-0.29586776859504127,DARIA-VIKOR/AVG VIKOR
1903,10,0.9261707988980716,AVG TOPSIS/AVG VIKOR
1904,30,0.8450608202662456,DARIA-TOPSIS/DARIA-VIKOR
1905,30,0.25380889159998565,DARIA-TOPSIS/AVG TOPSIS
1906,30,0.4155369765689476,DARIA-VIKOR/AVG VIKOR
1907,30,0.8932864473070437,AVG TOPSIS/AVG VIKOR
1908,50,0.8884429065743945,DARIA-TOPSIS/DARIA-VIKOR
1909,50,0.23693524468610971,DARIA-TOPSIS/AVG TOPSIS
1910,50,0.20383588729609492,DARIA-VIKOR/AVG VIKOR
1911,50,0.889617964832992,AVG TOPSIS/AVG VIKOR
1912,100,0.8709628586621039,DARIA-TOPSIS/DARIA-VIKOR
1913,100,0.14232044986676884,DARIA-TOPSIS/AVG TOPSIS
1914,100,0.1096695808194681,DARIA-VIKOR/AVG VIKOR
1915,100,0.8934601182890566,AVG TOPSIS/AVG VIKOR
1916,200,0.8031941544807277,DARIA-TOPSIS/DARIA-VIKOR
1917,200,0.16572727751029592,DARIA-TOPSIS/AVG TOPSIS
1918,200,0.22354752898673214,DARIA-VIKOR/AVG VIKOR
1919,200,0.9119976357617896,AVG TOPSIS/AVG VIKOR
1920,10,0.8677685950413223,DARIA-TOPSIS/DARIA-VIKOR
1921,10,0.0016528925619834212,DARIA-TOPSIS/AVG TOPSIS
1922,10,0.4920110192837466,DARIA-VIKOR/AVG VIKOR
1923,10,0.9184573002754821,AVG TOPSIS/AVG VIKOR
1924,30,0.9587211597115074,DARIA-TOPSIS/DARIA-VIKOR
1925,30,0.09394667910581644,DARIA-TOPSIS/AVG TOPSIS
1926,30,0.18118339373497439,DARIA-VIKOR/AVG VIKOR
1927,30,0.9410814883921202,AVG TOPSIS/AVG VIKOR
1928,50,0.8712727443918744,DARIA-TOPSIS/DARIA-VIKOR
1929,50,0.34539651154579476,DARIA-TOPSIS/AVG TOPSIS
1930,50,0.28344043499752847,DARIA-VIKOR/AVG VIKOR
1931,50,0.9064002071416802,AVG TOPSIS/AVG VIKOR
1932,100,0.9044692588070689,DARIA-TOPSIS/DARIA-VIKOR
1933,100,0.1668629041121934,DARIA-TOPSIS/AVG TOPSIS
1934,100,0.10984496469448923,DARIA-VIKOR/AVG VIKOR
1935,100,0.8988746795471626,AVG TOPSIS/AVG VIKOR
1936,200,0.8262491860803982,DARIA-TOPSIS/DARIA-VIKOR
1937,200,0.21164530605802456,DARIA-TOPSIS/AVG TOPSIS
1938,200,0.16814465137747847,DARIA-VIKOR/AVG VIKOR
1939,200,0.8550434656388798,AVG TOPSIS/AVG VIKOR
1940,10,0.8292011019283747,DARIA-TOPSIS/DARIA-VIKOR
1941,10,0.01377410468319562,DARIA-TOPSIS/AVG TOPSIS
1942,10,0.3608815426997245,DARIA-VIKOR/AVG VIKOR
1943,10,0.9537190082644628,AVG TOPSIS/AVG VIKOR
1944,30,0.7795686964010191,DARIA-TOPSIS/DARIA-VIKOR
1945,30,-0.07448419390720873,DARIA-TOPSIS/AVG TOPSIS
1946,30,-0.22873443611180888,DARIA-VIKOR/AVG VIKOR
1947,30,0.8935160931500951,AVG TOPSIS/AVG VIKOR
1948,50,0.844099522161806,DARIA-TOPSIS/DARIA-VIKOR
1949,50,0.18152861144457788,DARIA-TOPSIS/AVG TOPSIS
1950,50,0.1590782195231033,DARIA-VIKOR/AVG VIKOR
1951,50,0.8948285196431514,AVG TOPSIS/AVG VIKOR
1952,100,0.8004163584675299,DARIA-TOPSIS/DARIA-VIKOR
1953,100,0.07109154479804414,DARIA-TOPSIS/AVG TOPSIS
1954,100,0.005627968737467848,DARIA-VIKOR/AVG VIKOR
1955,100,0.8600942866563884,AVG TOPSIS/AVG VIKOR
1956,200,0.7905808615364638,DARIA-TOPSIS/DARIA-VIKOR
1957,200,0.2242991821064183,DARIA-TOPSIS/AVG TOPSIS
1958,200,0.2192925121635504,DARIA-VIKOR/AVG VIKOR
1959,200,0.8607992886389324,AVG TOPSIS/AVG VIKOR
1960,10,0.9404958677685951,DARIA-TOPSIS/DARIA-VIKOR
1961,10,0.2473829201101928,DARIA-TOPSIS/AVG TOPSIS
1962,10,0.177961432506887,DARIA-VIKOR/AVG VIKOR
1963,10,0.9757575757575757,AVG TOPSIS/AVG VIKOR
1964,30,0.6378772112382934,DARIA-TOPSIS/DARIA-VIKOR
1965,30,0.39062040259786857,DARIA-TOPSIS/AVG TOPSIS
1966,30,0.5304747210161829,DARIA-VIKOR/AVG VIKOR
1967,30,0.9309483655674764,AVG TOPSIS/AVG VIKOR
1968,50,0.8329308193865781,DARIA-TOPSIS/DARIA-VIKOR
1969,50,0.1443937575030012,DARIA-TOPSIS/AVG TOPSIS
1970,50,0.16925452533954755,DARIA-VIKOR/AVG VIKOR
1971,50,0.8734929265823976,AVG TOPSIS/AVG VIKOR
1972,100,0.8427009829695841,DARIA-TOPSIS/DARIA-VIKOR
1973,100,0.29578431110437775,DARIA-TOPSIS/AVG TOPSIS
1974,100,0.2135811997041288,DARIA-VIKOR/AVG VIKOR
1975,100,0.9216529573749455,AVG TOPSIS/AVG VIKOR
1976,200,0.8253022743479035,DARIA-TOPSIS/DARIA-VIKOR
1977,200,0.21750191515981931,DARIA-TOPSIS/AVG TOPSIS
1978,200,0.14960665807689966,DARIA-VIKOR/AVG VIKOR
1979,200,0.8331531422613924,AVG TOPSIS/AVG VIKOR
1980,10,0.756473829201102,DARIA-TOPSIS/DARIA-VIKOR
1981,10,-0.01377410468319562,DARIA-TOPSIS/AVG TOPSIS
1982,10,-0.21763085399449045,DARIA-VIKOR/AVG VIKOR
1983,10,0.9349862258953168,AVG TOPSIS/AVG VIKOR
1984,30,0.8427213032401593,DARIA-TOPSIS/DARIA-VIKOR
1985,30,0.1308478955111414,DARIA-TOPSIS/AVG TOPSIS
1986,30,-0.12203523628404311,DARIA-VIKOR/AVG VIKOR
1987,30,0.9611898525243101,AVG TOPSIS/AVG VIKOR
1988,50,0.8499653979238755,DARIA-TOPSIS/DARIA-VIKOR
1989,50,0.047475931549090244,DARIA-TOPSIS/AVG TOPSIS
1990,50,0.1340517383423958,DARIA-VIKOR/AVG VIKOR
1991,50,0.9035755478662053,AVG TOPSIS/AVG VIKOR
1992,100,0.8197960390098415,DARIA-TOPSIS/DARIA-VIKOR
1993,100,0.1832760305733544,DARIA-TOPSIS/AVG TOPSIS
1994,100,0.23515472339313137,DARIA-VIKOR/AVG VIKOR
1995,100,0.8598064955010353,AVG TOPSIS/AVG VIKOR
1996,200,0.8286582686955234,DARIA-TOPSIS/DARIA-VIKOR
1997,200,0.1874192824969878,DARIA-TOPSIS/AVG TOPSIS
1998,200,0.1390622153613542,DARIA-VIKOR/AVG VIKOR
1999,200,0.8663866223521259,AVG TOPSIS/AVG VIKOR
2000,10,0.965840220385675,DARIA-TOPSIS/DARIA-VIKOR
2001,10,0.9327823691460055,DARIA-TOPSIS/AVG TOPSIS
2002,10,0.9030303030303031,DARIA-VIKOR/AVG VIKOR
2003,10,0.9889807162534435,AVG TOPSIS/AVG VIKOR
2004,30,0.7554702357458107,DARIA-TOPSIS/DARIA-VIKOR
2005,30,0.1566112885284725,DARIA-TOPSIS/AVG TOPSIS
2006,30,0.1413828985611253,DARIA-VIKOR/AVG VIKOR
2007,30,0.9386845599052711,AVG TOPSIS/AVG VIKOR
2008,50,0.683705952969423,DARIA-TOPSIS/DARIA-VIKOR
2009,50,0.09912200174187324,DARIA-TOPSIS/AVG TOPSIS
2010,50,0.25829531812725093,DARIA-VIKOR/AVG VIKOR
2011,50,0.8926798954876068,AVG TOPSIS/AVG VIKOR
2012,100,0.8252261661809746,DARIA-TOPSIS/DARIA-VIKOR
2013,100,0.2804397667489521,DARIA-TOPSIS/AVG TOPSIS
2014,100,0.2609953272554978,DARIA-VIKOR/AVG VIKOR
2015,100,0.8890290613219738,AVG TOPSIS/AVG VIKOR
2016,200,0.8929548238705968,DARIA-TOPSIS/DARIA-VIKOR
2017,200,0.21425957290723308,DARIA-TOPSIS/AVG TOPSIS
2018,200,0.23726653614101545,DARIA-VIKOR/AVG VIKOR
2019,200,0.8588642477255961,AVG TOPSIS/AVG VIKOR
2020,10,0.5922865013774105,DARIA-TOPSIS/DARIA-VIKOR
2021,10,-0.5559228650137742,DARIA-TOPSIS/AVG TOPSIS
2022,10,-0.353168044077135,DARIA-VIKOR/AVG VIKOR
2023,10,0.9834710743801653,AVG TOPSIS/AVG VIKOR
2024,30,0.8937313861279558,DARIA-TOPSIS/DARIA-VIKOR
2025,30,0.10901718755606593,DARIA-TOPSIS/AVG TOPSIS
2026,30,-0.0810865118949371,DARIA-VIKOR/AVG VIKOR
2027,30,0.8810147475689835,AVG TOPSIS/AVG VIKOR
2028,50,0.679391756702681,DARIA-TOPSIS/DARIA-VIKOR
2029,50,-0.07728173622390133,DARIA-TOPSIS/AVG TOPSIS
2030,50,0.02707059294305958,DARIA-VIKOR/AVG VIKOR
2031,50,0.8001402914106819,AVG TOPSIS/AVG VIKOR
2032,100,0.814569338121931,DARIA-TOPSIS/DARIA-VIKOR
2033,100,0.1823661970157412,DARIA-TOPSIS/AVG TOPSIS
2034,100,0.12605264486844725,DARIA-VIKOR/AVG VIKOR
2035,100,0.9157097491927411,AVG TOPSIS/AVG VIKOR
2036,200,0.8421176424933011,DARIA-TOPSIS/DARIA-VIKOR
2037,200,0.35541986310851803,DARIA-TOPSIS/AVG TOPSIS
2038,200,0.2875516962550929,DARIA-VIKOR/AVG VIKOR
2039,200,0.908719941879144,AVG TOPSIS/AVG VIKOR
2040,10,0.884297520661157,DARIA-TOPSIS/DARIA-VIKOR
2041,10,0.6771349862258953,DARIA-TOPSIS/AVG TOPSIS
2042,10,0.44683195592286507,DARIA-VIKOR/AVG VIKOR
2043,10,0.9151515151515152,AVG TOPSIS/AVG VIKOR
2044,30,0.873364670422333,DARIA-TOPSIS/DARIA-VIKOR
2045,30,0.04669704689798704,DARIA-TOPSIS/AVG TOPSIS
2046,30,0.22263446840575551,DARIA-VIKOR/AVG VIKOR
2047,30,0.9503534393053213,AVG TOPSIS/AVG VIKOR
2048,50,0.8619965633312148,DARIA-TOPSIS/DARIA-VIKOR
2049,50,0.11532613045218087,DARIA-TOPSIS/AVG TOPSIS
2050,50,0.18037426735400042,DARIA-VIKOR/AVG VIKOR
2051,50,0.9021707506532024,AVG TOPSIS/AVG VIKOR
2052,100,0.88729981909082,DARIA-TOPSIS/DARIA-VIKOR
2053,100,0.11204558079570337,DARIA-TOPSIS/AVG TOPSIS
2054,100,0.09717645031829913,DARIA-VIKOR/AVG VIKOR
2055,100,0.9372835105292707,AVG TOPSIS/AVG VIKOR
2056,200,0.8259015057465989,DARIA-TOPSIS/DARIA-VIKOR
2057,200,0.11122660902343451,DARIA-TOPSIS/AVG TOPSIS
2058,200,0.09755790909698114,DARIA-VIKOR/AVG VIKOR
2059,200,0.8972403265305513,AVG TOPSIS/AVG VIKOR
2060,10,0.8633608815426997,DARIA-TOPSIS/DARIA-VIKOR
2061,10,-0.4754820936639119,DARIA-TOPSIS/AVG TOPSIS
2062,10,-0.5096418732782368,DARIA-VIKOR/AVG VIKOR
2063,10,0.9460055096418732,AVG TOPSIS/AVG VIKOR
2064,30,0.8857081344863469,DARIA-TOPSIS/DARIA-VIKOR
2065,30,0.34418888370590983,DARIA-TOPSIS/AVG TOPSIS
2066,30,0.23308335426459503,DARIA-VIKOR/AVG VIKOR
2067,30,0.9602282105565323,AVG TOPSIS/AVG VIKOR
2068,50,0.7082334110114634,DARIA-TOPSIS/DARIA-VIKOR
2069,50,0.01646117270437586,DARIA-TOPSIS/AVG TOPSIS
2070,50,-0.05120824800508439,DARIA-VIKOR/AVG VIKOR
2071,50,0.9125541981498482,AVG TOPSIS/AVG VIKOR
2072,100,0.8519514129630785,DARIA-TOPSIS/DARIA-VIKOR
2073,100,-0.042270246826662916,DARIA-TOPSIS/AVG TOPSIS
2074,100,0.01936922405111796,DARIA-VIKOR/AVG VIKOR
2075,100,0.8882058502879991,AVG TOPSIS/AVG VIKOR
2076,200,0.841635205059231,DARIA-TOPSIS/DARIA-VIKOR
2077,200,0.1245477107076931,DARIA-TOPSIS/AVG TOPSIS
2078,200,0.22182179181345207,DARIA-VIKOR/AVG VIKOR
2079,200,0.8687529427041646,AVG TOPSIS/AVG VIKOR
2080,10,0.8292011019283747,DARIA-TOPSIS/DARIA-VIKOR
2081,10,0.1195592286501378,DARIA-TOPSIS/AVG TOPSIS
2082,10,0.259504132231405,DARIA-VIKOR/AVG VIKOR
2083,10,0.9393939393939394,AVG TOPSIS/AVG VIKOR
2084,30,0.8726039685672252,DARIA-TOPSIS/DARIA-VIKOR
2085,30,0.1898955829057376,DARIA-TOPSIS/AVG TOPSIS
2086,30,0.17356202231870532,DARIA-VIKOR/AVG VIKOR
2087,30,0.9334601169758513,AVG TOPSIS/AVG VIKOR
2088,50,0.7289777087305511,DARIA-TOPSIS/DARIA-VIKOR
2089,50,0.33366287691547203,DARIA-TOPSIS/AVG TOPSIS
2090,50,0.18679565944024668,DARIA-VIKOR/AVG VIKOR
2091,50,0.8534510274698115,AVG TOPSIS/AVG VIKOR
2092,100,0.8676546862607053,DARIA-TOPSIS/DARIA-VIKOR
2093,100,0.18895378646775574,DARIA-TOPSIS/AVG TOPSIS
2094,100,0.12696877608552937,DARIA-VIKOR/AVG VIKOR
2095,100,0.9148202344986974,AVG TOPSIS/AVG VIKOR
2096,200,0.7791600685539526,DARIA-TOPSIS/DARIA-VIKOR
2097,200,0.23658005629245205,DARIA-TOPSIS/AVG TOPSIS
2098,200,0.1908721150864593,DARIA-VIKOR/AVG VIKOR
2099,200,0.8581013704447089,AVG TOPSIS/AVG VIKOR
2100,10,0.8699724517906336,DARIA-TOPSIS/DARIA-VIKOR
2101,10,0.3223140495867769,DARIA-TOPSIS/AVG TOPSIS
2102,10,0.26831955922865014,DARIA-VIKOR/AVG VIKOR
2103,10,0.9129476584022038,AVG TOPSIS/AVG VIKOR
2104,30,0.8146040403315512,DARIA-TOPSIS/DARIA-VIKOR
2105,30,0.19158922099824183,DARIA-TOPSIS/AVG TOPSIS
2106,30,0.2959632566651118,DARIA-VIKOR/AVG VIKOR
2107,30,0.9376942122071118,AVG TOPSIS/AVG VIKOR
2108,50,0.8045373443495045,DARIA-TOPSIS/DARIA-VIKOR
2109,50,0.11239036791187063,DARIA-TOPSIS/AVG TOPSIS
2110,50,0.1461789421651013,DARIA-VIKOR/AVG VIKOR
2111,50,0.8961824729891956,AVG TOPSIS/AVG VIKOR
2112,100,0.7038358093235066,DARIA-TOPSIS/DARIA-VIKOR
2113,100,-0.010023140927954088,DARIA-TOPSIS/AVG TOPSIS
2114,100,-0.10932926956061939,DARIA-VIKOR/AVG VIKOR
2115,100,0.8929795949892019,AVG TOPSIS/AVG VIKOR
2116,200,0.8129207260032247,DARIA-TOPSIS/DARIA-VIKOR
2117,200,0.14919840906470427,DARIA-TOPSIS/AVG TOPSIS
2118,200,0.17482760949620757,DARIA-VIKOR/AVG VIKOR
2119,200,0.9102659059013789,AVG TOPSIS/AVG VIKOR
2120,10,0.9272727272727272,DARIA-TOPSIS/DARIA-VIKOR
2121,10,0.40275482093663917,DARIA-TOPSIS/AVG TOPSIS
2122,10,-0.040220385674931025,DARIA-VIKOR/AVG VIKOR
2123,10,0.771900826446281,AVG TOPSIS/AVG VIKOR
2124,30,0.9558218809429833,DARIA-TOPSIS/DARIA-VIKOR
2125,30,0.007642900714055045,DARIA-TOPSIS/AVG TOPSIS
2126,30,-0.13199612472639854,DARIA-VIKOR/AVG VIKOR
2127,30,0.8887222361763967,AVG TOPSIS/AVG VIKOR
2128,50,0.8938530706400207,DARIA-TOPSIS/DARIA-VIKOR
2129,50,-0.08121931125391324,DARIA-TOPSIS/AVG TOPSIS
2130,50,-0.08933173269307715,DARIA-VIKOR/AVG VIKOR
2131,50,0.9479923734199562,AVG TOPSIS/AVG VIKOR
2132,100,0.7702243095596688,DARIA-TOPSIS/DARIA-VIKOR
2133,100,0.2288387650646253,DARIA-TOPSIS/AVG TOPSIS
2134,100,0.19972967593789082,DARIA-VIKOR/AVG VIKOR
2135,100,0.8718690086830465,AVG TOPSIS/AVG VIKOR
2136,200,0.8309501543508737,DARIA-TOPSIS/DARIA-VIKOR
2137,200,0.43567676505345465,DARIA-TOPSIS/AVG TOPSIS
2138,200,0.3625069208819772,DARIA-VIKOR/AVG VIKOR
2139,200,0.8749254925402986,AVG TOPSIS/AVG VIKOR
2140,10,0.7399449035812673,DARIA-TOPSIS/DARIA-VIKOR
2141,10,0.15261707988980722,DARIA-TOPSIS/AVG TOPSIS
2142,10,-0.009366391184572942,DARIA-VIKOR/AVG VIKOR
2143,10,0.7994490358126722,AVG TOPSIS/AVG VIKOR
2144,30,0.7994187089597761,DARIA-TOPSIS/DARIA-VIKOR
2145,30,-0.22978219527073085,DARIA-TOPSIS/AVG TOPSIS
2146,30,0.2554881768272992,DARIA-VIKOR/AVG VIKOR
2147,30,0.9004341741720191,AVG TOPSIS/AVG VIKOR
2148,50,0.826880399218511,DARIA-TOPSIS/DARIA-VIKOR
2149,50,0.0689263940870466,DARIA-TOPSIS/AVG TOPSIS
2150,50,-0.02269237106607358,DARIA-VIKOR/AVG VIKOR
2151,50,0.9211882400018832,AVG TOPSIS/AVG VIKOR
2152,100,0.7450102634025779,DARIA-TOPSIS/DARIA-VIKOR
2153,100,0.31626441852106,DARIA-TOPSIS/AVG TOPSIS
2154,100,0.24648825278567466,DARIA-VIKOR/AVG VIKOR
2155,100,0.8944065495658476,AVG TOPSIS/AVG VIKOR
2156,200,0.8043308022999083,DARIA-TOPSIS/DARIA-VIKOR
2157,200,0.12432464542956856,DARIA-TOPSIS/AVG TOPSIS
2158,200,0.030114849886172523,DARIA-VIKOR/AVG VIKOR
2159,200,0.8934017305656522,AVG TOPSIS/AVG VIKOR
2160,10,0.7168044077134986,DARIA-TOPSIS/DARIA-VIKOR
2161,10,0.3487603305785124,DARIA-TOPSIS/AVG TOPSIS
2162,10,0.11735537190082646,DARIA-VIKOR/AVG VIKOR
2163,10,0.9316804407713498,AVG TOPSIS/AVG VIKOR
2164,30,0.58190103699451,DARIA-TOPSIS/DARIA-VIKOR
2165,30,0.0362625139043381,DARIA-TOPSIS/AVG TOPSIS
2166,30,0.19982776561771143,DARIA-VIKOR/AVG VIKOR
2167,30,0.775808245721052,AVG TOPSIS/AVG VIKOR
2168,50,0.7833260362968717,DARIA-TOPSIS/DARIA-VIKOR
2169,50,0.33162912223713015,DARIA-TOPSIS/AVG TOPSIS
2170,50,0.36898241649601016,DARIA-VIKOR/AVG VIKOR
2171,50,0.9713579549466845,AVG TOPSIS/AVG VIKOR
2172,100,0.8275490519348965,DARIA-TOPSIS/DARIA-VIKOR
2173,100,0.18722573247423757,DARIA-TOPSIS/AVG TOPSIS
2174,100,0.24312779792830763,DARIA-VIKOR/AVG VIKOR
2175,100,0.8705142989546479,AVG TOPSIS/AVG VIKOR
2176,200,0.8501505671970158,DARIA-TOPSIS/DARIA-VIKOR
2177,200,0.2570928228429591,DARIA-TOPSIS/AVG TOPSIS
2178,200,0.20492126482266537,DARIA-VIKOR/AVG VIKOR
2179,200,0.8885188472995407,AVG TOPSIS/AVG VIKOR
2180,10,0.9151515151515152,DARIA-TOPSIS/DARIA-VIKOR
2181,10,0.259504132231405,DARIA-TOPSIS/AVG TOPSIS
2182,10,-0.2165289256198346,DARIA-VIKOR/AVG VIKOR
2183,10,0.8909090909090909,AVG TOPSIS/AVG VIKOR
2184,30,0.8729627901969931,DARIA-TOPSIS/DARIA-VIKOR
2185,30,0.3447917040439198,DARIA-TOPSIS/AVG TOPSIS
2186,30,0.11478703936273282,DARIA-VIKOR/AVG VIKOR
2187,30,0.8947217338261151,AVG TOPSIS/AVG VIKOR
2188,50,0.9338050514323376,DARIA-TOPSIS/DARIA-VIKOR
2189,50,0.238972765576819,DARIA-TOPSIS/AVG TOPSIS
2190,50,0.11275757361768235,DARIA-VIKOR/AVG VIKOR
2191,50,0.9127123790692748,AVG TOPSIS/AVG VIKOR
2192,100,0.9101795724126868,DARIA-TOPSIS/DARIA-VIKOR
2193,100,0.2217510463917679,DARIA-TOPSIS/AVG TOPSIS
2194,100,0.17021325894965733,DARIA-VIKOR/AVG VIKOR
2195,100,0.8846321067750339,AVG TOPSIS/AVG VIKOR
2196,200,0.8335490029041771,DARIA-TOPSIS/DARIA-VIKOR
2197,200,0.09763181392967657,DARIA-TOPSIS/AVG TOPSIS
2198,200,0.23821161200671803,DARIA-VIKOR/AVG VIKOR
2199,200,0.89576488665948,AVG TOPSIS/AVG VIKOR
2200,10,0.8677685950413223,DARIA-TOPSIS/DARIA-VIKOR
2201,10,0.23636363636363633,DARIA-TOPSIS/AVG TOPSIS
2202,10,0.5107438016528926,DARIA-VIKOR/AVG VIKOR
2203,10,0.8556473829201102,AVG TOPSIS/AVG VIKOR
2204,30,0.8306936022103413,DARIA-TOPSIS/DARIA-VIKOR
2205,30,-0.05285442606480317,DARIA-TOPSIS/AVG TOPSIS
2206,30,-0.07500089705407431,DARIA-VIKOR/AVG VIKOR
2207,30,0.9026301625461983,AVG TOPSIS/AVG VIKOR
2208,50,0.822210295883059,DARIA-TOPSIS/DARIA-VIKOR
2209,50,0.411156462585034,DARIA-TOPSIS/AVG TOPSIS
2210,50,0.3213925570228091,DARIA-VIKOR/AVG VIKOR
2211,50,0.9512181343125485,AVG TOPSIS/AVG VIKOR
2212,100,0.887518335992015,DARIA-TOPSIS/DARIA-VIKOR
2213,100,0.2992184366951547,DARIA-TOPSIS/AVG TOPSIS
2214,100,0.20902383307637695,DARIA-VIKOR/AVG VIKOR
2215,100,0.8939242439095395,AVG TOPSIS/AVG VIKOR
2216,200,0.8464057720846007,DARIA-TOPSIS/DARIA-VIKOR
2217,200,0.3033357475727938,DARIA-TOPSIS/AVG TOPSIS
2218,200,0.17695160289455003,DARIA-VIKOR/AVG VIKOR
2219,200,0.9199142441247599,AVG TOPSIS/AVG VIKOR
2220,10,0.7024793388429752,DARIA-TOPSIS/DARIA-VIKOR
2221,10,-0.11184573002754816,DARIA-TOPSIS/AVG TOPSIS
2222,10,-0.1966942148760331,DARIA-VIKOR/AVG VIKOR
2223,10,0.8236914600550964,AVG TOPSIS/AVG VIKOR
2224,30,0.7394811439233557,DARIA-TOPSIS/DARIA-VIKOR
2225,30,0.3739997847070221,DARIA-TOPSIS/AVG TOPSIS
2226,30,-0.08563637016039327,DARIA-VIKOR/AVG VIKOR
2227,30,0.7819369191574868,AVG TOPSIS/AVG VIKOR
2228,50,0.825643198455853,DARIA-TOPSIS/DARIA-VIKOR
2229,50,0.4644031730339194,DARIA-TOPSIS/AVG TOPSIS
2230,50,0.2594364804745427,DARIA-VIKOR/AVG VIKOR
2231,50,0.915616128804463,AVG TOPSIS/AVG VIKOR
2232,100,0.8495332305507779,DARIA-TOPSIS/DARIA-VIKOR
2233,100,0.17073251879643414,DARIA-TOPSIS/AVG TOPSIS
2234,100,0.150918893869585,DARIA-VIKOR/AVG VIKOR
2235,100,0.9102919796930188,AVG TOPSIS/AVG VIKOR
2236,200,0.8296763239976521,DARIA-TOPSIS/DARIA-VIKOR
2237,200,0.17897813116969719,DARIA-TOPSIS/AVG TOPSIS
2238,200,0.19322206189483093,DARIA-VIKOR/AVG VIKOR
2239,200,0.9010846017419092,AVG TOPSIS/AVG VIKOR
2240,10,0.528374655647383,DARIA-TOPSIS/DARIA-VIKOR
2241,10,-0.13057851239669427,DARIA-TOPSIS/AVG TOPSIS
2242,10,-0.315702479338843,DARIA-VIKOR/AVG VIKOR
2243,10,0.9636363636363636,AVG TOPSIS/AVG VIKOR
2244,30,0.8277082062506728,DARIA-TOPSIS/DARIA-VIKOR
2245,30,0.36745487818005673,DARIA-TOPSIS/AVG TOPSIS
2246,30,0.30316839499085,DARIA-VIKOR/AVG VIKOR
