Lp,Criteria,Correlation,Methods
7391,32,0.8912436769579627,AVG TOPSIS/AVG VIKOR
7392,6,0.7590920983778127,DARIA-TOPSIS/DARIA-VIKOR
7393,6,0.2540118611547183,DARIA-TOPSIS/AVG TOPSIS
7394,6,0.02777777777777779,DARIA-VIKOR/AVG VIKOR
7395,6,0.8462192569335426,AVG TOPSIS/AVG VIKOR
7396,8,0.8397217861503576,DARIA-TOPSIS/DARIA-VIKOR
7397,8,0.32188644688644685,DARIA-TOPSIS/AVG TOPSIS
7398,8,0.2037545787545788,DARIA-VIKOR/AVG VIKOR
7399,8,0.9856750392464678,AVG TOPSIS/AVG VIKOR
7400,10,0.7745726495726496,DARIA-TOPSIS/DARIA-VIKOR
7401,10,-0.0870835513692656,DARIA-TOPSIS/AVG TOPSIS
7402,10,0.01992848421419846,DARIA-VIKOR/AVG VIKOR
7403,10,0.9365951508808652,AVG TOPSIS/AVG VIKOR
7404,16,0.8452598988313273,DARIA-TOPSIS/DARIA-VIKOR
7405,16,-0.11344409558695268,DARIA-TOPSIS/AVG TOPSIS
7406,16,-0.06102825745682883,DARIA-VIKOR/AVG VIKOR
7407,16,0.9244505494505495,AVG TOPSIS/AVG VIKOR
7408,24,0.861896040467469,DARIA-TOPSIS/DARIA-VIKOR
7409,24,0.1044392115820687,DARIA-TOPSIS/AVG TOPSIS
7410,24,-0.012210012210012167,DARIA-VIKOR/AVG VIKOR
7411,24,0.8403540903540904,AVG TOPSIS/AVG VIKOR
7412,32,0.6661869876155591,DARIA-TOPSIS/DARIA-VIKOR
7413,32,0.0332068724925868,DARIA-TOPSIS/AVG TOPSIS
7414,32,-0.2976626548055119,DARIA-VIKOR/AVG VIKOR
7415,32,0.7862593755450898,AVG TOPSIS/AVG VIKOR
7416,6,0.8910692482121053,DARIA-TOPSIS/DARIA-VIKOR
7417,6,0.2510901796616082,DARIA-TOPSIS/AVG TOPSIS
7418,6,0.49788505145648,DARIA-VIKOR/AVG VIKOR
7419,6,0.9559567416710274,AVG TOPSIS/AVG VIKOR
7420,8,0.7889630211058782,DARIA-TOPSIS/DARIA-VIKOR
7421,8,0.29689952904238615,DARIA-TOPSIS/AVG TOPSIS
7422,8,0.20861678004535145,DARIA-VIKOR/AVG VIKOR
7423,8,0.943463282748997,AVG TOPSIS/AVG VIKOR
7424,10,0.8023940345368916,DARIA-TOPSIS/DARIA-VIKOR
7425,10,-0.007762079190650528,DARIA-TOPSIS/AVG TOPSIS
7426,10,0.009397348683062967,DARIA-VIKOR/AVG VIKOR
7427,10,0.8442133263561835,AVG TOPSIS/AVG VIKOR
7428,16,0.8666056166056166,DARIA-TOPSIS/DARIA-VIKOR
7429,16,0.26519710448281875,DARIA-TOPSIS/AVG TOPSIS
7430,16,0.18402232687946973,DARIA-VIKOR/AVG VIKOR
7431,16,0.89564800279086,AVG TOPSIS/AVG VIKOR
7432,24,0.8988749345892203,DARIA-TOPSIS/DARIA-VIKOR
7433,24,0.4142246642246642,DARIA-TOPSIS/AVG TOPSIS
7434,24,0.25124280481423333,DARIA-VIKOR/AVG VIKOR
7435,24,0.8730376766091051,AVG TOPSIS/AVG VIKOR
7436,32,0.7392944357230071,DARIA-TOPSIS/DARIA-VIKOR
7437,32,0.4909515088086517,DARIA-TOPSIS/AVG TOPSIS
7438,32,0.055075876504447896,DARIA-VIKOR/AVG VIKOR
7439,32,0.8035496249781964,AVG TOPSIS/AVG VIKOR
7440,6,0.8460230245944531,DARIA-TOPSIS/DARIA-VIKOR
7441,6,0.012820512820512775,DARIA-TOPSIS/AVG TOPSIS
7442,6,0.22097941740798888,DARIA-VIKOR/AVG VIKOR
7443,6,0.9356139891854177,AVG TOPSIS/AVG VIKOR
7444,8,0.908359497645212,DARIA-TOPSIS/DARIA-VIKOR
7445,8,0.29873103087388797,DARIA-TOPSIS/AVG TOPSIS
7446,8,0.21633525204953774,DARIA-VIKOR/AVG VIKOR
7447,8,0.9082722832722833,AVG TOPSIS/AVG VIKOR
7448,10,0.8208616780045351,DARIA-TOPSIS/DARIA-VIKOR
7449,10,0.18406593406593408,DARIA-TOPSIS/AVG TOPSIS
7450,10,0.47326879469736616,DARIA-VIKOR/AVG VIKOR
7451,10,0.9556950985522414,AVG TOPSIS/AVG VIKOR
7452,16,0.8530001744287459,DARIA-TOPSIS/DARIA-VIKOR
7453,16,0.3480071515785802,DARIA-TOPSIS/AVG TOPSIS
7454,16,0.37432408860980293,DARIA-VIKOR/AVG VIKOR
7455,16,0.9210055817198675,AVG TOPSIS/AVG VIKOR
7456,24,0.7829234257805686,DARIA-TOPSIS/DARIA-VIKOR
7457,24,0.10300017442874587,DARIA-TOPSIS/AVG TOPSIS
7458,24,0.06704604918890633,DARIA-VIKOR/AVG VIKOR
7459,24,0.8795133437990581,AVG TOPSIS/AVG VIKOR
7460,32,0.7580237223094366,DARIA-TOPSIS/DARIA-VIKOR
7461,32,0.0835731728588871,DARIA-TOPSIS/AVG TOPSIS
7462,32,0.18271411128553983,DARIA-VIKOR/AVG VIKOR
7463,32,0.8696363160648874,AVG TOPSIS/AVG VIKOR
7464,6,0.607121053549625,DARIA-TOPSIS/DARIA-VIKOR
7465,6,0.2769056340484912,DARIA-TOPSIS/AVG TOPSIS
7466,6,0.35729548229548225,DARIA-VIKOR/AVG VIKOR
7467,6,0.8756323042037328,AVG TOPSIS/AVG VIKOR
7468,8,0.8558564451421594,DARIA-TOPSIS/DARIA-VIKOR
7469,8,0.5030743066457353,DARIA-TOPSIS/AVG TOPSIS
7470,8,0.485958485958486,DARIA-VIKOR/AVG VIKOR
7471,8,0.9635443921158207,AVG TOPSIS/AVG VIKOR
7472,10,0.8397871969300541,DARIA-TOPSIS/DARIA-VIKOR
7473,10,0.040511076225361986,DARIA-TOPSIS/AVG TOPSIS
7474,10,0.0958049886621315,DARIA-VIKOR/AVG VIKOR
7475,10,0.9296398046398047,AVG TOPSIS/AVG VIKOR
7476,16,0.8299319727891157,DARIA-TOPSIS/DARIA-VIKOR
7477,16,0.4075091575091575,DARIA-TOPSIS/AVG TOPSIS
7478,16,0.38607622536193964,DARIA-VIKOR/AVG VIKOR
7479,16,0.9094060701203558,AVG TOPSIS/AVG VIKOR
7480,24,0.8934458398744113,DARIA-TOPSIS/DARIA-VIKOR
7481,24,0.23700505843362984,DARIA-TOPSIS/AVG TOPSIS
7482,24,0.4273722309436595,DARIA-VIKOR/AVG VIKOR
7483,24,0.8625065410779696,AVG TOPSIS/AVG VIKOR
7484,32,0.9337170765742194,DARIA-TOPSIS/DARIA-VIKOR
7485,32,0.36008634222919933,DARIA-TOPSIS/AVG TOPSIS
7486,32,0.21040467469038893,DARIA-VIKOR/AVG VIKOR
7487,32,0.8543738008023722,AVG TOPSIS/AVG VIKOR
7488,6,0.7939778475492761,DARIA-TOPSIS/DARIA-VIKOR
7489,6,0.008394383394383365,DARIA-TOPSIS/AVG TOPSIS
7490,6,0.011032618175475295,DARIA-VIKOR/AVG VIKOR
7491,6,0.9334990406418978,AVG TOPSIS/AVG VIKOR
7492,8,0.8123146694575266,DARIA-TOPSIS/DARIA-VIKOR
7493,8,-0.03913744985173562,DARIA-TOPSIS/AVG TOPSIS
7494,8,0.027232687946973644,DARIA-VIKOR/AVG VIKOR
7495,8,0.858451072736787,AVG TOPSIS/AVG VIKOR
7496,10,0.8150619222047794,DARIA-TOPSIS/DARIA-VIKOR
7497,10,0.3633786848072562,DARIA-TOPSIS/AVG TOPSIS
7498,10,0.333682190825048,DARIA-VIKOR/AVG VIKOR
7499,10,0.9260204081632653,AVG TOPSIS/AVG VIKOR
7500,16,0.863487702773417,DARIA-TOPSIS/DARIA-VIKOR
7501,16,0.41880341880341876,DARIA-TOPSIS/AVG TOPSIS
7502,16,0.5310265131693703,DARIA-VIKOR/AVG VIKOR
7503,16,0.8797749869178441,AVG TOPSIS/AVG VIKOR
7504,24,0.884789813361242,DARIA-TOPSIS/DARIA-VIKOR
7505,24,-0.07581109366823657,DARIA-TOPSIS/AVG TOPSIS
7506,24,0.0887842316413745,DARIA-VIKOR/AVG VIKOR
7507,24,0.817002442002442,AVG TOPSIS/AVG VIKOR
7508,32,0.6870312227455084,DARIA-TOPSIS/DARIA-VIKOR
7509,32,0.22187336473050756,DARIA-TOPSIS/AVG TOPSIS
7510,32,0.2579147043432758,DARIA-VIKOR/AVG VIKOR
7511,32,0.8581458224315367,AVG TOPSIS/AVG VIKOR
7512,6,0.8245246816675388,DARIA-TOPSIS/DARIA-VIKOR
7513,6,0.17425431711146,DARIA-TOPSIS/AVG TOPSIS
7514,6,-0.12737659166230597,DARIA-VIKOR/AVG VIKOR
7515,6,0.9555860805860806,AVG TOPSIS/AVG VIKOR
7516,8,0.8773983952555381,DARIA-TOPSIS/DARIA-VIKOR
7517,8,0.16064887493458924,DARIA-TOPSIS/AVG TOPSIS
7518,8,0.40282138496424214,DARIA-VIKOR/AVG VIKOR
7519,8,0.8870355834641549,AVG TOPSIS/AVG VIKOR
7520,10,0.8436028257456829,DARIA-TOPSIS/DARIA-VIKOR
7521,10,-0.11462148962148966,DARIA-TOPSIS/AVG TOPSIS
7522,10,0.1342229199372057,DARIA-VIKOR/AVG VIKOR
7523,10,0.8239795918367347,AVG TOPSIS/AVG VIKOR
7524,16,0.8038330716902146,DARIA-TOPSIS/DARIA-VIKOR
7525,16,0.38215157858015003,DARIA-TOPSIS/AVG TOPSIS
7526,16,0.04410866910866906,DARIA-VIKOR/AVG VIKOR
7527,16,0.9108887144601431,AVG TOPSIS/AVG VIKOR
7528,24,0.715310483167626,DARIA-TOPSIS/DARIA-VIKOR
7529,24,0.08342054770626195,DARIA-TOPSIS/AVG TOPSIS
7530,24,0.2789769754055468,DARIA-VIKOR/AVG VIKOR
7531,24,0.9152058259201117,AVG TOPSIS/AVG VIKOR
7532,32,0.8033315890458748,DARIA-TOPSIS/DARIA-VIKOR
7533,32,0.5849031920460492,DARIA-TOPSIS/AVG TOPSIS
7534,32,0.5410125588697017,DARIA-VIKOR/AVG VIKOR
7535,32,0.8357535321821036,AVG TOPSIS/AVG VIKOR
7536,6,0.6877725449154021,DARIA-TOPSIS/DARIA-VIKOR
7537,6,-0.23379993022850165,DARIA-TOPSIS/AVG TOPSIS
7538,6,-0.030568637711494873,DARIA-VIKOR/AVG VIKOR
7539,6,0.9226844583987441,AVG TOPSIS/AVG VIKOR
7540,8,0.9338478981336125,DARIA-TOPSIS/DARIA-VIKOR
7541,8,0.3819989534275249,DARIA-TOPSIS/AVG TOPSIS
7542,8,0.3034842141984999,DARIA-VIKOR/AVG VIKOR
7543,8,0.8931187859759289,AVG TOPSIS/AVG VIKOR
7544,10,0.727869352869353,DARIA-TOPSIS/DARIA-VIKOR
7545,10,-0.020146520146520075,DARIA-TOPSIS/AVG TOPSIS
7546,10,0.07528780743066454,DARIA-VIKOR/AVG VIKOR
7547,10,0.7521367521367521,AVG TOPSIS/AVG VIKOR
7548,16,0.7771890807605093,DARIA-TOPSIS/DARIA-VIKOR
7549,16,0.26308215593929885,DARIA-TOPSIS/AVG TOPSIS
7550,16,0.3115951508808652,DARIA-VIKOR/AVG VIKOR
7551,16,0.7743982208267922,AVG TOPSIS/AVG VIKOR
7552,24,0.8411390197104482,DARIA-TOPSIS/DARIA-VIKOR
7553,24,0.10230245944531657,DARIA-TOPSIS/AVG TOPSIS
7554,24,0.03442787371358802,DARIA-VIKOR/AVG VIKOR
7555,24,0.9182365253793825,AVG TOPSIS/AVG VIKOR
7556,32,0.6867913832199546,DARIA-TOPSIS/DARIA-VIKOR
7557,32,0.20861678004535145,DARIA-TOPSIS/AVG TOPSIS
7558,32,0.2774943310657596,DARIA-VIKOR/AVG VIKOR
7559,32,0.9162087912087912,AVG TOPSIS/AVG VIKOR
7560,6,0.7889848246991105,DARIA-TOPSIS/DARIA-VIKOR
7561,6,0.21313012384440955,DARIA-TOPSIS/AVG TOPSIS
7562,6,0.3599337170765742,DARIA-VIKOR/AVG VIKOR
7563,6,0.8789900575614862,AVG TOPSIS/AVG VIKOR
7564,8,0.7678135356706786,DARIA-TOPSIS/DARIA-VIKOR
7565,8,-0.19243851386708521,DARIA-TOPSIS/AVG TOPSIS
7566,8,-0.25828536542822267,DARIA-VIKOR/AVG VIKOR
7567,8,0.8859236002093145,AVG TOPSIS/AVG VIKOR
7568,10,0.9448587127158555,DARIA-TOPSIS/DARIA-VIKOR
7569,10,0.3050540729112158,DARIA-TOPSIS/AVG TOPSIS
7570,10,0.11843711843711846,DARIA-VIKOR/AVG VIKOR
7571,10,0.947431536717251,AVG TOPSIS/AVG VIKOR
7572,16,0.5789944182801325,DARIA-TOPSIS/DARIA-VIKOR
7573,16,0.0653017617303332,DARIA-TOPSIS/AVG TOPSIS
7574,16,0.239665096807954,DARIA-VIKOR/AVG VIKOR
7575,16,0.7909253444967731,AVG TOPSIS/AVG VIKOR
7576,24,0.900553811268097,DARIA-TOPSIS/DARIA-VIKOR
7577,24,0.12994941566370133,DARIA-TOPSIS/AVG TOPSIS
7578,24,0.09196755625327058,DARIA-VIKOR/AVG VIKOR
7579,24,0.9078362114076399,AVG TOPSIS/AVG VIKOR
7580,32,0.813165009593581,DARIA-TOPSIS/DARIA-VIKOR
7581,32,0.26859846502703644,DARIA-TOPSIS/AVG TOPSIS
7582,32,0.14017530088958663,DARIA-VIKOR/AVG VIKOR
7583,32,0.9516614338042909,AVG TOPSIS/AVG VIKOR
7584,6,0.9072693179836037,DARIA-TOPSIS/DARIA-VIKOR
7585,6,-0.062162044304901354,DARIA-TOPSIS/AVG TOPSIS
7586,6,-0.12999302285016578,DARIA-VIKOR/AVG VIKOR
7587,6,0.9006628292342578,AVG TOPSIS/AVG VIKOR
7588,8,0.9233385661957091,DARIA-TOPSIS/DARIA-VIKOR
7589,8,0.15415140415140416,DARIA-TOPSIS/AVG TOPSIS
7590,8,0.09744025815454382,DARIA-VIKOR/AVG VIKOR
7591,8,0.940279958137101,AVG TOPSIS/AVG VIKOR
7592,10,0.9194139194139194,DARIA-TOPSIS/DARIA-VIKOR
7593,10,0.3475056689342404,DARIA-TOPSIS/AVG TOPSIS
7594,10,0.386250654107797,DARIA-VIKOR/AVG VIKOR
7595,10,0.9074001395429967,AVG TOPSIS/AVG VIKOR
7596,16,0.8180054072911216,DARIA-TOPSIS/DARIA-VIKOR
7597,16,0.33551369265654984,DARIA-TOPSIS/AVG TOPSIS
7598,16,0.3432103610675039,DARIA-VIKOR/AVG VIKOR
7599,16,0.8516047444618873,AVG TOPSIS/AVG VIKOR
7600,24,0.8929225536368394,DARIA-TOPSIS/DARIA-VIKOR
7601,24,0.25364120006977153,DARIA-TOPSIS/AVG TOPSIS
7602,24,0.1649223792080935,DARIA-VIKOR/AVG VIKOR
7603,24,0.7441566370137799,AVG TOPSIS/AVG VIKOR
7604,32,0.7677917320774463,DARIA-TOPSIS/DARIA-VIKOR
7605,32,0.11926565497994068,DARIA-TOPSIS/AVG TOPSIS
7606,32,0.072431536717251,DARIA-VIKOR/AVG VIKOR
7607,32,0.9371184371184371,AVG TOPSIS/AVG VIKOR
7608,6,0.9004011861154718,DARIA-TOPSIS/DARIA-VIKOR
7609,6,0.2217207395778824,DARIA-TOPSIS/AVG TOPSIS
7610,6,0.06839787196930058,DARIA-VIKOR/AVG VIKOR
7611,6,0.9046964939822083,AVG TOPSIS/AVG VIKOR
7612,8,0.9427001569858713,DARIA-TOPSIS/DARIA-VIKOR
7613,8,0.001984126984126977,DARIA-TOPSIS/AVG TOPSIS
7614,8,-0.003510378510378498,DARIA-VIKOR/AVG VIKOR
7615,8,0.874345892203035,AVG TOPSIS/AVG VIKOR
7616,10,0.8467207395778824,DARIA-TOPSIS/DARIA-VIKOR
7617,10,-0.07461189604046736,DARIA-TOPSIS/AVG TOPSIS
7618,10,-0.38108320251177386,DARIA-VIKOR/AVG VIKOR
7619,10,0.7592447235304378,AVG TOPSIS/AVG VIKOR
7620,16,0.8345543345543346,DARIA-TOPSIS/DARIA-VIKOR
7621,16,0.19455346241060523,DARIA-TOPSIS/AVG TOPSIS
7622,16,0.26240624454910166,DARIA-VIKOR/AVG VIKOR
7623,16,0.7189080760509332,AVG TOPSIS/AVG VIKOR
7624,24,0.7546223617652189,DARIA-TOPSIS/DARIA-VIKOR
7625,24,0.14329321472178613,DARIA-TOPSIS/AVG TOPSIS
7626,24,-0.16668847025989875,DARIA-VIKOR/AVG VIKOR
7627,24,0.7526382347810919,AVG TOPSIS/AVG VIKOR
7628,32,0.5328580150008722,DARIA-TOPSIS/DARIA-VIKOR
7629,32,0.1512733298447584,DARIA-TOPSIS/AVG TOPSIS
7630,32,0.3693964765393337,DARIA-VIKOR/AVG VIKOR
7631,32,0.7867826617826618,AVG TOPSIS/AVG VIKOR
7632,6,0.9640240711669283,DARIA-TOPSIS/DARIA-VIKOR
7633,6,0.14778475492761212,DARIA-TOPSIS/AVG TOPSIS
7634,6,0.23598028955171813,DARIA-VIKOR/AVG VIKOR
7635,6,0.9124149659863946,AVG TOPSIS/AVG VIKOR
7636,8,0.8576225361939648,DARIA-TOPSIS/DARIA-VIKOR
7637,8,0.47935199720914,DARIA-TOPSIS/AVG TOPSIS
7638,8,0.24928048142333858,DARIA-VIKOR/AVG VIKOR
7639,8,0.8814102564102564,AVG TOPSIS/AVG VIKOR
7640,10,0.8633786848072562,DARIA-TOPSIS/DARIA-VIKOR
7641,10,0.1625239839525554,DARIA-TOPSIS/AVG TOPSIS
7642,10,0.27561922204779343,DARIA-VIKOR/AVG VIKOR
7643,10,0.9102782138496424,AVG TOPSIS/AVG VIKOR
7644,16,0.7255145648002791,DARIA-TOPSIS/DARIA-VIKOR
7645,16,0.1008198151055294,DARIA-TOPSIS/AVG TOPSIS
7646,16,0.04232077446363158,DARIA-VIKOR/AVG VIKOR
7647,16,0.9524463631606489,AVG TOPSIS/AVG VIKOR
7648,24,0.9280917495203209,DARIA-TOPSIS/DARIA-VIKOR
7649,24,-0.13003663003663002,DARIA-TOPSIS/AVG TOPSIS
7650,24,-0.4461233211233211,DARIA-VIKOR/AVG VIKOR
7651,24,0.7960273853130996,AVG TOPSIS/AVG VIKOR
7652,32,0.8623103087388801,DARIA-TOPSIS/DARIA-VIKOR
7653,32,0.40011773940345374,DARIA-TOPSIS/AVG TOPSIS
7654,32,0.33974358974358976,DARIA-VIKOR/AVG VIKOR
7655,32,0.9001831501831502,AVG TOPSIS/AVG VIKOR
7656,6,0.6891025641025641,DARIA-TOPSIS/DARIA-VIKOR
7657,6,0.24321908250479674,DARIA-TOPSIS/AVG TOPSIS
7658,6,0.1823870573870574,DARIA-VIKOR/AVG VIKOR
7659,6,0.9471262864120007,AVG TOPSIS/AVG VIKOR
7660,8,0.9120879120879121,DARIA-TOPSIS/DARIA-VIKOR
7661,8,0.4057866736438165,DARIA-TOPSIS/AVG TOPSIS
7662,8,0.4811398918541776,DARIA-VIKOR/AVG VIKOR
7663,8,0.9615820687249259,AVG TOPSIS/AVG VIKOR
7664,10,0.8584074655503227,DARIA-TOPSIS/DARIA-VIKOR
7665,10,0.20560788417931275,DARIA-TOPSIS/AVG TOPSIS
7666,10,0.326530612244898,DARIA-VIKOR/AVG VIKOR
7667,10,0.9465375893947322,AVG TOPSIS/AVG VIKOR
7668,16,0.9105180533751962,DARIA-TOPSIS/DARIA-VIKOR
7669,16,0.10391592534449678,DARIA-TOPSIS/AVG TOPSIS
7670,16,0.2576312576312576,DARIA-VIKOR/AVG VIKOR
7671,16,0.8090223268794697,AVG TOPSIS/AVG VIKOR
7672,24,0.582112332112332,DARIA-TOPSIS/DARIA-VIKOR
7673,24,0.14630211058782483,DARIA-TOPSIS/AVG TOPSIS
7674,24,0.3158904587476016,DARIA-VIKOR/AVG VIKOR
7675,24,0.9073565323565324,AVG TOPSIS/AVG VIKOR
7676,32,0.8377812663526949,DARIA-TOPSIS/DARIA-VIKOR
7677,32,0.3522370486656201,DARIA-TOPSIS/AVG TOPSIS
7678,32,0.22834903192046052,DARIA-VIKOR/AVG VIKOR
7679,32,0.6404587476016048,AVG TOPSIS/AVG VIKOR
7680,6,0.8101125065410779,DARIA-TOPSIS/DARIA-VIKOR
7681,6,0.15753096110238962,DARIA-TOPSIS/AVG TOPSIS
7682,6,0.030546834118262645,DARIA-VIKOR/AVG VIKOR
7683,6,0.9688644688644689,AVG TOPSIS/AVG VIKOR
7684,8,0.8735173556602128,DARIA-TOPSIS/DARIA-VIKOR
7685,8,0.3166317809174952,DARIA-TOPSIS/AVG TOPSIS
7686,8,0.2643685679399965,DARIA-VIKOR/AVG VIKOR
7687,8,0.84931536717251,AVG TOPSIS/AVG VIKOR
7688,10,0.7639106924821211,DARIA-TOPSIS/DARIA-VIKOR
7689,10,0.17233560090702948,DARIA-TOPSIS/AVG TOPSIS
7690,10,0.08549188906331762,DARIA-VIKOR/AVG VIKOR
7691,10,0.9650052328623757,AVG TOPSIS/AVG VIKOR
7692,16,0.6615646258503401,DARIA-TOPSIS/DARIA-VIKOR
7693,16,0.340964590964591,DARIA-TOPSIS/AVG TOPSIS
7694,16,0.21485260770975056,DARIA-VIKOR/AVG VIKOR
7695,16,0.9253663003663004,AVG TOPSIS/AVG VIKOR
7696,24,0.836211407639979,DARIA-TOPSIS/DARIA-VIKOR
7697,24,0.4570687249258678,DARIA-TOPSIS/AVG TOPSIS
7698,24,0.32801325658468516,DARIA-VIKOR/AVG VIKOR
7699,24,0.9317111459968603,AVG TOPSIS/AVG VIKOR
7700,32,0.7631693703122274,DARIA-TOPSIS/DARIA-VIKOR
7701,32,-0.055686377114948504,DARIA-TOPSIS/AVG TOPSIS
7702,32,-0.02520495377638232,DARIA-VIKOR/AVG VIKOR
7703,32,0.9525117739403454,AVG TOPSIS/AVG VIKOR
7704,6,0.8379120879120879,DARIA-TOPSIS/DARIA-VIKOR
7705,6,0.2827271934414791,DARIA-TOPSIS/AVG TOPSIS
7706,6,0.30601343101343104,DARIA-VIKOR/AVG VIKOR
7707,6,0.8948848770277342,AVG TOPSIS/AVG VIKOR
7708,8,0.8600645386359672,DARIA-TOPSIS/DARIA-VIKOR
7709,8,0.5830934938077795,DARIA-TOPSIS/AVG TOPSIS
7710,8,0.4806602128030699,DARIA-VIKOR/AVG VIKOR
7711,8,0.9189996511425083,AVG TOPSIS/AVG VIKOR
7712,10,0.8758285365428222,DARIA-TOPSIS/DARIA-VIKOR
7713,10,0.1447540554683412,DARIA-TOPSIS/AVG TOPSIS
7714,10,0.14392551892551897,DARIA-VIKOR/AVG VIKOR
7715,10,0.9428745857317286,AVG TOPSIS/AVG VIKOR
7716,16,0.952468166753881,DARIA-TOPSIS/DARIA-VIKOR
7717,16,0.2511337868480725,DARIA-TOPSIS/AVG TOPSIS
7718,16,0.10666317809174952,DARIA-VIKOR/AVG VIKOR
7719,16,0.8203383917669632,AVG TOPSIS/AVG VIKOR
7720,24,0.8810395953253096,DARIA-TOPSIS/DARIA-VIKOR
7721,24,0.16878161521018664,DARIA-TOPSIS/AVG TOPSIS
7722,24,-0.005211058782487399,DARIA-VIKOR/AVG VIKOR
7723,24,0.8906767835339264,AVG TOPSIS/AVG VIKOR
7724,32,0.7289159253444968,DARIA-TOPSIS/DARIA-VIKOR
7725,32,0.013147566718995307,DARIA-TOPSIS/AVG TOPSIS
7726,32,0.18144950287807426,DARIA-VIKOR/AVG VIKOR
7727,32,0.8370181405895691,AVG TOPSIS/AVG VIKOR
7728,6,0.8054683411826269,DARIA-TOPSIS/DARIA-VIKOR
7729,6,0.3542429792429792,DARIA-TOPSIS/AVG TOPSIS
7730,6,0.3745857317285889,DARIA-VIKOR/AVG VIKOR
7731,6,0.9349162742019885,AVG TOPSIS/AVG VIKOR
7732,8,0.966095412523984,DARIA-TOPSIS/DARIA-VIKOR
7733,8,0.42521367521367526,DARIA-TOPSIS/AVG TOPSIS
7734,8,0.5033577533577533,DARIA-VIKOR/AVG VIKOR
7735,8,0.9409122623408338,AVG TOPSIS/AVG VIKOR
7736,10,0.703514739229025,DARIA-TOPSIS/DARIA-VIKOR
7737,10,0.32247514390371534,DARIA-TOPSIS/AVG TOPSIS
7738,10,0.19634135705564282,DARIA-VIKOR/AVG VIKOR
7739,10,0.9308608058608059,AVG TOPSIS/AVG VIKOR
7740,16,0.8360151753008895,DARIA-TOPSIS/DARIA-VIKOR
7741,16,-0.11470870399441835,DARIA-TOPSIS/AVG TOPSIS
7742,16,-0.04609279609279615,DARIA-VIKOR/AVG VIKOR
7743,16,0.9165140415140415,AVG TOPSIS/AVG VIKOR
7744,24,0.705106401534973,DARIA-TOPSIS/DARIA-VIKOR
7745,24,0.3356009070294784,DARIA-TOPSIS/AVG TOPSIS
7746,24,0.16747339961625674,DARIA-VIKOR/AVG VIKOR
7747,24,0.836603872318158,AVG TOPSIS/AVG VIKOR
7748,32,0.8676521890807605,DARIA-TOPSIS/DARIA-VIKOR
7749,32,-0.08828274899703481,DARIA-TOPSIS/AVG TOPSIS
7750,32,-0.02777777777777768,DARIA-VIKOR/AVG VIKOR
7751,32,0.9149659863945578,AVG TOPSIS/AVG VIKOR
7752,6,0.8343581022152451,DARIA-TOPSIS/DARIA-VIKOR
7753,6,0.157312925170068,DARIA-TOPSIS/AVG TOPSIS
7754,6,0.18733647305075873,DARIA-VIKOR/AVG VIKOR
7755,6,0.9325178789464503,AVG TOPSIS/AVG VIKOR
7756,8,0.6704386882958311,DARIA-TOPSIS/DARIA-VIKOR
7757,8,0.25566893424036286,DARIA-TOPSIS/AVG TOPSIS
7758,8,0.5233952555381127,DARIA-VIKOR/AVG VIKOR
7759,8,0.9055032269317984,AVG TOPSIS/AVG VIKOR
7760,10,0.8318724925867783,DARIA-TOPSIS/DARIA-VIKOR
7761,10,0.35356706785278214,DARIA-TOPSIS/AVG TOPSIS
7762,10,0.4969038897610326,DARIA-VIKOR/AVG VIKOR
7763,10,0.9250392464678179,AVG TOPSIS/AVG VIKOR
7764,16,0.7319684283969998,DARIA-TOPSIS/DARIA-VIKOR
7765,16,0.44597069597069594,DARIA-TOPSIS/AVG TOPSIS
7766,16,0.17713239141810566,DARIA-VIKOR/AVG VIKOR
7767,16,0.8814320600034886,AVG TOPSIS/AVG VIKOR
7768,24,0.8074960753532182,DARIA-TOPSIS/DARIA-VIKOR
7769,24,0.17948717948717952,DARIA-TOPSIS/AVG TOPSIS
7770,24,-0.2039508110936683,DARIA-VIKOR/AVG VIKOR
7771,24,0.8008241758241759,AVG TOPSIS/AVG VIKOR
7772,32,0.6384310134310134,DARIA-TOPSIS/DARIA-VIKOR
7773,32,0.385727367870225,DARIA-TOPSIS/AVG TOPSIS
7774,32,0.23709227280655853,DARIA-VIKOR/AVG VIKOR
7775,32,0.8407683586255015,AVG TOPSIS/AVG VIKOR
7776,6,0.9349380777952206,DARIA-TOPSIS/DARIA-VIKOR
7777,6,0.11771759986045705,DARIA-TOPSIS/AVG TOPSIS
7778,6,0.08555729984301408,DARIA-VIKOR/AVG VIKOR
7779,6,0.9605791034362463,AVG TOPSIS/AVG VIKOR
7780,8,0.8856401534972964,DARIA-TOPSIS/DARIA-VIKOR
7781,8,-0.412349555206698,DARIA-TOPSIS/AVG TOPSIS
7782,8,-0.24904064189778485,DARIA-VIKOR/AVG VIKOR
7783,8,0.9498299319727891,AVG TOPSIS/AVG VIKOR
7784,10,0.8825440432583289,DARIA-TOPSIS/DARIA-VIKOR
7785,10,0.42362201290772716,DARIA-TOPSIS/AVG TOPSIS
7786,10,0.25839438339438336,DARIA-VIKOR/AVG VIKOR
7787,10,0.904652886795744,AVG TOPSIS/AVG VIKOR
7788,16,0.7952860631432059,DARIA-TOPSIS/DARIA-VIKOR
7789,16,0.5450680272108843,DARIA-TOPSIS/AVG TOPSIS
