Lp,Criteria,Correlation,Methods
12929,24,-0.09996947496947506,DARIA-TOPSIS/AVG TOPSIS
12930,24,-0.1429661608233037,DARIA-VIKOR/AVG VIKOR
12931,24,0.9219867434153148,AVG TOPSIS/AVG VIKOR
12932,32,0.6854613640327927,DARIA-TOPSIS/DARIA-VIKOR
12933,32,0.5398351648351649,DARIA-TOPSIS/AVG TOPSIS
12934,32,0.4018620268620269,DARIA-VIKOR/AVG VIKOR
12935,32,0.789072039072039,AVG TOPSIS/AVG VIKOR
12936,6,0.8959314495028781,DARIA-TOPSIS/DARIA-VIKOR
12937,6,0.23057299843014134,DARIA-TOPSIS/AVG TOPSIS
12938,6,0.4963151927437641,DARIA-VIKOR/AVG VIKOR
12939,6,0.8745421245421245,AVG TOPSIS/AVG VIKOR
12940,8,0.8061006453863597,DARIA-TOPSIS/DARIA-VIKOR
12941,8,0.5763779870922727,DARIA-TOPSIS/AVG TOPSIS
12942,8,0.4011861154718298,DARIA-VIKOR/AVG VIKOR
12943,8,0.9400837257980115,AVG TOPSIS/AVG VIKOR
12944,10,0.8863160648874935,DARIA-TOPSIS/DARIA-VIKOR
12945,10,0.09174952032094885,DARIA-TOPSIS/AVG TOPSIS
12946,10,0.11372754229897086,DARIA-VIKOR/AVG VIKOR
12947,10,0.8544174079888366,AVG TOPSIS/AVG VIKOR
12948,16,0.7994505494505495,DARIA-TOPSIS/DARIA-VIKOR
12949,16,-0.018075178789464408,DARIA-TOPSIS/AVG TOPSIS
12950,16,-0.06536717251002955,DARIA-VIKOR/AVG VIKOR
12951,16,0.8569030176173034,AVG TOPSIS/AVG VIKOR
12952,24,0.7822911215768359,DARIA-TOPSIS/DARIA-VIKOR
12953,24,0.4993894993894994,DARIA-TOPSIS/AVG TOPSIS
12954,24,0.44477149834292695,DARIA-VIKOR/AVG VIKOR
12955,24,0.858712715855573,AVG TOPSIS/AVG VIKOR
12956,32,0.7482121053549625,DARIA-TOPSIS/DARIA-VIKOR
12957,32,0.09931536717251,DARIA-TOPSIS/AVG TOPSIS
12958,32,0.31957526600383745,DARIA-VIKOR/AVG VIKOR
12959,32,0.8467425431711146,AVG TOPSIS/AVG VIKOR
12960,6,0.8922466422466422,DARIA-TOPSIS/DARIA-VIKOR
12961,6,0.11180882609454035,DARIA-TOPSIS/AVG TOPSIS
12962,6,0.010552939124367722,DARIA-VIKOR/AVG VIKOR
12963,6,0.9157945229373801,AVG TOPSIS/AVG VIKOR
12964,8,0.8022414093842665,DARIA-TOPSIS/DARIA-VIKOR
12965,8,0.23109628466771326,DARIA-TOPSIS/AVG TOPSIS
12966,8,0.6093014128728415,DARIA-VIKOR/AVG VIKOR
12967,8,0.8106357927786499,AVG TOPSIS/AVG VIKOR
12968,10,0.9041077969649398,DARIA-TOPSIS/DARIA-VIKOR
12969,10,-0.12305948020233726,DARIA-TOPSIS/AVG TOPSIS
12970,10,-0.1104570033141461,DARIA-VIKOR/AVG VIKOR
12971,10,0.9207657421943136,AVG TOPSIS/AVG VIKOR
12972,16,0.6988487702773417,DARIA-TOPSIS/DARIA-VIKOR
12973,16,-0.06506192220477924,DARIA-TOPSIS/AVG TOPSIS
12974,16,-0.22854526425955002,DARIA-VIKOR/AVG VIKOR
12975,16,0.8115297401011687,AVG TOPSIS/AVG VIKOR
12976,24,0.7750959358102215,DARIA-TOPSIS/DARIA-VIKOR
12977,24,0.14209401709401714,DARIA-TOPSIS/AVG TOPSIS
12978,24,0.02326443397871969,DARIA-VIKOR/AVG VIKOR
12979,24,0.7798491191348335,AVG TOPSIS/AVG VIKOR
12980,32,0.7696232339089482,DARIA-TOPSIS/DARIA-VIKOR
12981,32,0.1033272283272283,DARIA-TOPSIS/AVG TOPSIS
12982,32,0.13298011512297225,DARIA-VIKOR/AVG VIKOR
12983,32,0.9412829234257806,AVG TOPSIS/AVG VIKOR
12984,6,0.8036804465375894,DARIA-TOPSIS/DARIA-VIKOR
12985,6,-0.14780655852084434,DARIA-TOPSIS/AVG TOPSIS
12986,6,-0.400292168149311,DARIA-VIKOR/AVG VIKOR
12987,6,0.9575702075702076,AVG TOPSIS/AVG VIKOR
12988,8,0.9072475143903715,DARIA-TOPSIS/DARIA-VIKOR
12989,8,0.11250654107796965,DARIA-TOPSIS/AVG TOPSIS
12990,8,0.20728676085818942,DARIA-VIKOR/AVG VIKOR
12991,8,0.829452293738008,AVG TOPSIS/AVG VIKOR
12992,10,0.9046310832025117,DARIA-TOPSIS/DARIA-VIKOR
12993,10,0.1644208965637537,DARIA-TOPSIS/AVG TOPSIS
12994,10,0.18334641548927266,DARIA-VIKOR/AVG VIKOR
12995,10,0.8329408686551544,AVG TOPSIS/AVG VIKOR
12996,16,0.8255276469562184,DARIA-TOPSIS/DARIA-VIKOR
12997,16,0.1497688819117391,DARIA-TOPSIS/AVG TOPSIS
12998,16,0.050562532705389795,DARIA-VIKOR/AVG VIKOR
12999,16,0.8876896912611199,AVG TOPSIS/AVG VIKOR
13000,24,0.9555642769928484,DARIA-TOPSIS/DARIA-VIKOR
13001,24,0.32810047095761385,DARIA-TOPSIS/AVG TOPSIS
13002,24,0.22346502703645565,DARIA-VIKOR/AVG VIKOR
13003,24,0.8695927088784232,AVG TOPSIS/AVG VIKOR
13004,32,0.6861372754229897,DARIA-TOPSIS/DARIA-VIKOR
13005,32,0.6021934414791558,DARIA-TOPSIS/AVG TOPSIS
13006,32,0.5000436071864643,DARIA-VIKOR/AVG VIKOR
13007,32,0.8796005581719868,AVG TOPSIS/AVG VIKOR
13008,6,0.8467861503575789,DARIA-TOPSIS/DARIA-VIKOR
13009,6,-0.08420547706261994,DARIA-TOPSIS/AVG TOPSIS
13010,6,0.11739054596197451,DARIA-VIKOR/AVG VIKOR
13011,6,0.9200462236176522,AVG TOPSIS/AVG VIKOR
13012,8,0.8427306820163963,DARIA-TOPSIS/DARIA-VIKOR
13013,8,0.06222745508459793,DARIA-TOPSIS/AVG TOPSIS
13014,8,0.15916623059480206,DARIA-VIKOR/AVG VIKOR
13015,8,0.9546921332635618,AVG TOPSIS/AVG VIKOR
13016,10,0.8753270538984825,DARIA-TOPSIS/DARIA-VIKOR
13017,10,0.02045177045177049,DARIA-TOPSIS/AVG TOPSIS
13018,10,-0.09859584859584869,DARIA-VIKOR/AVG VIKOR
13019,10,0.8640327926042212,AVG TOPSIS/AVG VIKOR
13020,16,0.7944357230071516,DARIA-TOPSIS/DARIA-VIKOR
13021,16,0.24485435199720917,DARIA-TOPSIS/AVG TOPSIS
13022,16,0.08924210709924996,DARIA-VIKOR/AVG VIKOR
13023,16,0.9599904064189778,AVG TOPSIS/AVG VIKOR
13024,24,0.7615995115995116,DARIA-TOPSIS/DARIA-VIKOR
13025,24,0.459488923774638,DARIA-TOPSIS/AVG TOPSIS
13026,24,0.37957875457875456,DARIA-VIKOR/AVG VIKOR
13027,24,0.8930315716030002,AVG TOPSIS/AVG VIKOR
13028,32,0.9196973661259376,DARIA-TOPSIS/DARIA-VIKOR
13029,32,0.2989708703994418,DARIA-TOPSIS/AVG TOPSIS
13030,32,0.20767922553636842,DARIA-VIKOR/AVG VIKOR
13031,32,0.7482993197278911,AVG TOPSIS/AVG VIKOR
13032,6,0.6777864992150706,DARIA-TOPSIS/DARIA-VIKOR
13033,6,0.1872056514913658,DARIA-TOPSIS/AVG TOPSIS
13034,6,0.23499912785627075,DARIA-VIKOR/AVG VIKOR
13035,6,0.9191740798883656,AVG TOPSIS/AVG VIKOR
13036,8,0.8706174777603349,DARIA-TOPSIS/DARIA-VIKOR
13037,8,0.2922553636839351,DARIA-TOPSIS/AVG TOPSIS
13038,8,0.1572039072039072,DARIA-VIKOR/AVG VIKOR
13039,8,0.8862724577010291,AVG TOPSIS/AVG VIKOR
13040,10,0.864272632129775,DARIA-TOPSIS/DARIA-VIKOR
13041,10,0.38978283621140764,DARIA-TOPSIS/AVG TOPSIS
13042,10,0.44782400139543,DARIA-VIKOR/AVG VIKOR
13043,10,0.9439211582068725,AVG TOPSIS/AVG VIKOR
13044,16,0.8927699284842142,DARIA-TOPSIS/DARIA-VIKOR
13045,16,0.3589525553811268,DARIA-TOPSIS/AVG TOPSIS
13046,16,0.412349555206698,DARIA-VIKOR/AVG VIKOR
13047,16,0.8971742543171115,AVG TOPSIS/AVG VIKOR
13048,24,0.8042691435548579,DARIA-TOPSIS/DARIA-VIKOR
13049,24,0.2810047095761381,DARIA-TOPSIS/AVG TOPSIS
13050,24,0.08272283272283276,DARIA-VIKOR/AVG VIKOR
13051,24,0.8614817721960579,AVG TOPSIS/AVG VIKOR
13052,32,0.7132173382173382,DARIA-TOPSIS/DARIA-VIKOR
13053,32,0.25174428745857313,DARIA-TOPSIS/AVG TOPSIS
13054,32,0.5795395081109367,DARIA-VIKOR/AVG VIKOR
13055,32,0.8295177045177045,AVG TOPSIS/AVG VIKOR
13056,6,0.6987397523111809,DARIA-TOPSIS/DARIA-VIKOR
13057,6,0.2858233036804465,DARIA-TOPSIS/AVG TOPSIS
13058,6,0.1545874760160475,DARIA-VIKOR/AVG VIKOR
13059,6,0.9439647653933368,AVG TOPSIS/AVG VIKOR
13060,8,0.9062445491016919,DARIA-TOPSIS/DARIA-VIKOR
13061,8,-0.06885574742717604,DARIA-TOPSIS/AVG TOPSIS
13062,8,0.07635618349904061,DARIA-VIKOR/AVG VIKOR
13063,8,0.7945665445665446,AVG TOPSIS/AVG VIKOR
13064,10,0.6580542473399617,DARIA-TOPSIS/DARIA-VIKOR
13065,10,0.09521629164486312,DARIA-TOPSIS/AVG TOPSIS
13066,10,0.20842054770626195,DARIA-VIKOR/AVG VIKOR
13067,10,0.8753488574917146,AVG TOPSIS/AVG VIKOR
13068,16,0.7052154195011338,DARIA-TOPSIS/DARIA-VIKOR
13069,16,0.2966596895168324,DARIA-TOPSIS/AVG TOPSIS
13070,16,0.05420373277516133,DARIA-VIKOR/AVG VIKOR
13071,16,0.8873626373626373,AVG TOPSIS/AVG VIKOR
13072,24,0.760989010989011,DARIA-TOPSIS/DARIA-VIKOR
13073,24,0.07221350078492939,DARIA-TOPSIS/AVG TOPSIS
13074,24,0.17569335426478283,DARIA-VIKOR/AVG VIKOR
13075,24,0.8639673818245247,AVG TOPSIS/AVG VIKOR
13076,32,0.715572126286412,DARIA-TOPSIS/DARIA-VIKOR
13077,32,0.2634310134310134,DARIA-TOPSIS/AVG TOPSIS
13078,32,0.23698325484039773,DARIA-VIKOR/AVG VIKOR
13079,32,0.8685243328100472,AVG TOPSIS/AVG VIKOR
13080,6,0.9020364556078841,DARIA-TOPSIS/DARIA-VIKOR
13081,6,0.06432060003488571,DARIA-TOPSIS/AVG TOPSIS
13082,6,0.05932757718472004,DARIA-VIKOR/AVG VIKOR
13083,6,0.9805511948369091,AVG TOPSIS/AVG VIKOR
13084,8,0.8265524158381301,DARIA-TOPSIS/DARIA-VIKOR
13085,8,0.17972701901273325,DARIA-TOPSIS/AVG TOPSIS
13086,8,0.12772544915402062,DARIA-VIKOR/AVG VIKOR
13087,8,0.9170591313448456,AVG TOPSIS/AVG VIKOR
13088,10,0.9060265131693703,DARIA-TOPSIS/DARIA-VIKOR
13089,10,0.2600296528867957,DARIA-TOPSIS/AVG TOPSIS
13090,10,0.09839961625675908,DARIA-VIKOR/AVG VIKOR
13091,10,0.8888452817024246,AVG TOPSIS/AVG VIKOR
13092,16,0.8197933019361591,DARIA-TOPSIS/DARIA-VIKOR
13093,16,0.2584379905808477,DARIA-TOPSIS/AVG TOPSIS
13094,16,0.10899616256759115,DARIA-VIKOR/AVG VIKOR
13095,16,0.741801848944706,AVG TOPSIS/AVG VIKOR
13096,24,0.5128859236002092,DARIA-TOPSIS/DARIA-VIKOR
13097,24,-0.0975056689342404,DARIA-TOPSIS/AVG TOPSIS
13098,24,-0.0267748124890983,DARIA-VIKOR/AVG VIKOR
13099,24,0.9007936507936508,AVG TOPSIS/AVG VIKOR
13100,32,0.839525553811268,DARIA-TOPSIS/DARIA-VIKOR
13101,32,-0.15395517181231466,DARIA-TOPSIS/AVG TOPSIS
13102,32,-0.22850165707308556,DARIA-VIKOR/AVG VIKOR
13103,32,0.8446493982208267,AVG TOPSIS/AVG VIKOR
13104,6,0.7155503226931799,DARIA-TOPSIS/DARIA-VIKOR
13105,6,0.034384266527123675,DARIA-TOPSIS/AVG TOPSIS
13106,6,0.18761991976277692,DARIA-VIKOR/AVG VIKOR
13107,6,0.9399747078318507,AVG TOPSIS/AVG VIKOR
13108,8,0.8320905285190999,DARIA-TOPSIS/DARIA-VIKOR
13109,8,-0.15711669283097862,DARIA-TOPSIS/AVG TOPSIS
13110,8,-0.19527298098726664,DARIA-VIKOR/AVG VIKOR
13111,8,0.9580062794348508,AVG TOPSIS/AVG VIKOR
13112,10,0.89141810570382,DARIA-TOPSIS/DARIA-VIKOR
13113,10,0.12733298447584163,DARIA-TOPSIS/AVG TOPSIS
13114,10,0.17002442002441998,DARIA-VIKOR/AVG VIKOR
13115,10,0.9092752485609629,AVG TOPSIS/AVG VIKOR
13116,16,0.6729461015175301,DARIA-TOPSIS/DARIA-VIKOR
13117,16,0.3717076574219431,DARIA-TOPSIS/AVG TOPSIS
13118,16,0.28124454910169194,DARIA-VIKOR/AVG VIKOR
13119,16,0.9521193092621664,AVG TOPSIS/AVG VIKOR
13120,24,0.7429574393860108,DARIA-TOPSIS/DARIA-VIKOR
13121,24,0.1376242804814234,DARIA-TOPSIS/AVG TOPSIS
13122,24,0.08638583638583641,DARIA-VIKOR/AVG VIKOR
13123,24,0.8611765218908076,AVG TOPSIS/AVG VIKOR
13124,32,0.781658817373103,DARIA-TOPSIS/DARIA-VIKOR
13125,32,0.2824001395429967,DARIA-TOPSIS/AVG TOPSIS
13126,32,0.1865079365079365,DARIA-VIKOR/AVG VIKOR
13127,32,0.9334118262689691,AVG TOPSIS/AVG VIKOR
13128,6,0.8495770102912961,DARIA-TOPSIS/DARIA-VIKOR
13129,6,-0.27915140415140405,DARIA-TOPSIS/AVG TOPSIS
13130,6,-0.20170504099075526,DARIA-VIKOR/AVG VIKOR
13131,6,0.8744113029827316,AVG TOPSIS/AVG VIKOR
13132,8,0.7637580673294959,DARIA-TOPSIS/DARIA-VIKOR
13133,8,0.31347025989883137,DARIA-TOPSIS/AVG TOPSIS
13134,8,0.5763779870922727,DARIA-VIKOR/AVG VIKOR
13135,8,0.8003226931798361,AVG TOPSIS/AVG VIKOR
13136,10,0.7616649223792081,DARIA-TOPSIS/DARIA-VIKOR
13137,10,0.16788766788766785,DARIA-TOPSIS/AVG TOPSIS
13138,10,0.06205302633874066,DARIA-VIKOR/AVG VIKOR
13139,10,0.9165576487005058,AVG TOPSIS/AVG VIKOR
13140,16,0.7446145124716553,DARIA-TOPSIS/DARIA-VIKOR
13141,16,0.2552328623757195,DARIA-TOPSIS/AVG TOPSIS
13142,16,0.4861329147043433,DARIA-VIKOR/AVG VIKOR
13143,16,0.9087083551369266,AVG TOPSIS/AVG VIKOR
13144,24,0.7675300889586604,DARIA-TOPSIS/DARIA-VIKOR
13145,24,0.20674167102738528,DARIA-TOPSIS/AVG TOPSIS
13146,24,0.14529914529914534,DARIA-VIKOR/AVG VIKOR
13147,24,0.836473050758765,AVG TOPSIS/AVG VIKOR
13148,32,0.9011207046921332,DARIA-TOPSIS/DARIA-VIKOR
13149,32,0.2630385487528345,DARIA-TOPSIS/AVG TOPSIS
13150,32,0.16278562707134137,DARIA-VIKOR/AVG VIKOR
13151,32,0.8122056514913658,AVG TOPSIS/AVG VIKOR
13152,6,0.8434938077795221,DARIA-TOPSIS/DARIA-VIKOR
13153,6,0.05834641548927266,DARIA-TOPSIS/AVG TOPSIS
13154,6,0.23881475667189955,DARIA-VIKOR/AVG VIKOR
13155,6,0.8941871620443049,AVG TOPSIS/AVG VIKOR
13156,8,0.8764826443397872,DARIA-TOPSIS/DARIA-VIKOR
13157,8,0.2104700854700855,DARIA-TOPSIS/AVG TOPSIS
13158,8,0.07094889237746382,DARIA-VIKOR/AVG VIKOR
13159,8,0.9476277690563405,AVG TOPSIS/AVG VIKOR
13160,10,0.8900880865166579,DARIA-TOPSIS/DARIA-VIKOR
13161,10,0.07310744810744807,DARIA-TOPSIS/AVG TOPSIS
13162,10,0.09606663178091746,DARIA-VIKOR/AVG VIKOR
13163,10,0.9152058259201117,AVG TOPSIS/AVG VIKOR
13164,16,0.8149529042386185,DARIA-TOPSIS/DARIA-VIKOR
13165,16,0.25143903715332283,DARIA-TOPSIS/AVG TOPSIS
13166,16,0.2331458224315367,DARIA-VIKOR/AVG VIKOR
13167,16,0.8606532356532357,AVG TOPSIS/AVG VIKOR
13168,24,0.7327751613465899,DARIA-TOPSIS/DARIA-VIKOR
13169,24,0.30590441304727023,DARIA-TOPSIS/AVG TOPSIS
13170,24,0.27751613465899183,DARIA-VIKOR/AVG VIKOR
13171,24,0.7772980987266702,AVG TOPSIS/AVG VIKOR
13172,32,0.6637013779870923,DARIA-TOPSIS/DARIA-VIKOR
13173,32,0.4278737135879993,DARIA-TOPSIS/AVG TOPSIS
13174,32,0.3739970347113204,DARIA-VIKOR/AVG VIKOR
13175,32,0.9396040467469039,AVG TOPSIS/AVG VIKOR
13176,6,0.865602651316937,DARIA-TOPSIS/DARIA-VIKOR
13177,6,0.4673164137449852,DARIA-TOPSIS/AVG TOPSIS
13178,6,0.13777690563404854,DARIA-VIKOR/AVG VIKOR
13179,6,0.8956043956043956,AVG TOPSIS/AVG VIKOR
13180,8,0.8683062968777254,DARIA-TOPSIS/DARIA-VIKOR
13181,8,-0.051674515960230316,DARIA-TOPSIS/AVG TOPSIS
13182,8,0.06449502878074309,DARIA-VIKOR/AVG VIKOR
13183,8,0.7919283097854526,AVG TOPSIS/AVG VIKOR
13184,10,0.7499345892203035,DARIA-TOPSIS/DARIA-VIKOR
13185,10,0.3044871794871795,DARIA-TOPSIS/AVG TOPSIS
13186,10,0.13980463980463975,DARIA-VIKOR/AVG VIKOR
13187,10,0.9322780394208966,AVG TOPSIS/AVG VIKOR
13188,16,0.8681754753183325,DARIA-TOPSIS/DARIA-VIKOR
13189,16,0.2113858363858364,DARIA-TOPSIS/AVG TOPSIS
13190,16,0.16500959358102218,DARIA-VIKOR/AVG VIKOR
13191,16,0.954844758416187,AVG TOPSIS/AVG VIKOR
13192,24,0.6864207221350078,DARIA-TOPSIS/DARIA-VIKOR
13193,24,0.03076487005058437,DARIA-TOPSIS/AVG TOPSIS
13194,24,0.13487702773417054,DARIA-VIKOR/AVG VIKOR
13195,24,0.8980682016396302,AVG TOPSIS/AVG VIKOR
13196,32,0.8993982208267922,DARIA-TOPSIS/DARIA-VIKOR
13197,32,0.14492848421419846,DARIA-TOPSIS/AVG TOPSIS
13198,32,0.03499476713762428,DARIA-VIKOR/AVG VIKOR
13199,32,0.8255276469562184,AVG TOPSIS/AVG VIKOR
13200,6,0.8101343101343101,DARIA-TOPSIS/DARIA-VIKOR
13201,6,0.18417495203209489,DARIA-TOPSIS/AVG TOPSIS
13202,6,0.23602389673818247,DARIA-VIKOR/AVG VIKOR
13203,6,0.9738138845281702,AVG TOPSIS/AVG VIKOR
13204,8,0.8207526600383743,DARIA-TOPSIS/DARIA-VIKOR
13205,8,0.5461582068724926,DARIA-TOPSIS/AVG TOPSIS
13206,8,0.2277385313099599,DARIA-VIKOR/AVG VIKOR
13207,8,0.8895866038723181,AVG TOPSIS/AVG VIKOR
13208,10,0.8522370486656201,DARIA-TOPSIS/DARIA-VIKOR
13209,10,0.09222919937205654,DARIA-TOPSIS/AVG TOPSIS
13210,10,0.040598290598290565,DARIA-VIKOR/AVG VIKOR
13211,10,0.9716117216117216,AVG TOPSIS/AVG VIKOR
13212,16,0.8181362288505145,DARIA-TOPSIS/DARIA-VIKOR
13213,16,0.27029914529914534,DARIA-TOPSIS/AVG TOPSIS
13214,16,0.38921594278737137,DARIA-VIKOR/AVG VIKOR
13215,16,0.9043694400837258,AVG TOPSIS/AVG VIKOR
13216,24,0.68724925867783,DARIA-TOPSIS/DARIA-VIKOR
13217,24,0.432866736438165,DARIA-TOPSIS/AVG TOPSIS
13218,24,0.5632304203732775,DARIA-VIKOR/AVG VIKOR
13219,24,0.8604570033141462,AVG TOPSIS/AVG VIKOR
13220,32,0.7896825396825397,DARIA-TOPSIS/DARIA-VIKOR
13221,32,0.16117216117216115,DARIA-TOPSIS/AVG TOPSIS
13222,32,-0.10845107273678711,DARIA-VIKOR/AVG VIKOR
13223,32,0.8984824699110413,AVG TOPSIS/AVG VIKOR
13224,6,0.9265000872143729,DARIA-TOPSIS/DARIA-VIKOR
13225,6,-0.28224751439037155,DARIA-TOPSIS/AVG TOPSIS
13226,6,-0.36220129077271945,DARIA-VIKOR/AVG VIKOR
13227,6,0.9820120355834642,AVG TOPSIS/AVG VIKOR
13228,8,0.8013692656549799,DARIA-TOPSIS/DARIA-VIKOR
13229,8,0.3149092970521542,DARIA-TOPSIS/AVG TOPSIS
13230,8,0.43031571603000174,DARIA-VIKOR/AVG VIKOR
13231,8,0.9483472876330019,AVG TOPSIS/AVG VIKOR
13232,10,0.9208311529740101,DARIA-TOPSIS/DARIA-VIKOR
13233,10,0.21402407116692834,DARIA-TOPSIS/AVG TOPSIS
13234,10,0.19697366125937554,DARIA-VIKOR/AVG VIKOR
13235,10,0.9542996685853828,AVG TOPSIS/AVG VIKOR
13236,16,0.8980027908599337,DARIA-TOPSIS/DARIA-VIKOR
13237,16,0.16008198151055297,DARIA-TOPSIS/AVG TOPSIS
13238,16,0.18053375196232335,DARIA-VIKOR/AVG VIKOR
13239,16,0.916056166056166,AVG TOPSIS/AVG VIKOR
13240,24,0.8141461712890284,DARIA-TOPSIS/DARIA-VIKOR
13241,24,0.4600994243851386,DARIA-TOPSIS/AVG TOPSIS
13242,24,0.5467032967032968,DARIA-VIKOR/AVG VIKOR
13243,24,0.8799712192569336,AVG TOPSIS/AVG VIKOR
13244,32,0.7999520320948892,DARIA-TOPSIS/DARIA-VIKOR
13245,32,0.07810047095761385,DARIA-TOPSIS/AVG TOPSIS
13246,32,0.25527646956218386,DARIA-VIKOR/AVG VIKOR
13247,32,0.8742804814233386,AVG TOPSIS/AVG VIKOR
13248,6,0.9468428396999825,DARIA-TOPSIS/DARIA-VIKOR
13249,6,-0.4218341182626897,DARIA-TOPSIS/AVG TOPSIS
13250,6,-0.5395517181231466,DARIA-VIKOR/AVG VIKOR
13251,6,0.967687074829932,AVG TOPSIS/AVG VIKOR
13252,8,0.878052503052503,DARIA-TOPSIS/DARIA-VIKOR
13253,8,-0.05710361067503933,DARIA-TOPSIS/AVG TOPSIS
13254,8,-0.05736525379382518,DARIA-VIKOR/AVG VIKOR
13255,8,0.9356357927786499,AVG TOPSIS/AVG VIKOR
13256,10,0.7796964939822083,DARIA-TOPSIS/DARIA-VIKOR
13257,10,0.13208616780045357,DARIA-TOPSIS/AVG TOPSIS
13258,10,0.08621140763997903,DARIA-VIKOR/AVG VIKOR
13259,10,0.9168847025989884,AVG TOPSIS/AVG VIKOR
13260,16,0.8641636141636142,DARIA-TOPSIS/DARIA-VIKOR
13261,16,0.44808564451421595,DARIA-TOPSIS/AVG TOPSIS
13262,16,0.422270190127333,DARIA-VIKOR/AVG VIKOR
13263,16,0.9088391766963195,AVG TOPSIS/AVG VIKOR
13264,24,0.8085208442351299,DARIA-TOPSIS/DARIA-VIKOR
13265,24,0.46084074655503227,DARIA-TOPSIS/AVG TOPSIS
13266,24,0.028322867608581936,DARIA-VIKOR/AVG VIKOR
13267,24,0.8312401883830456,AVG TOPSIS/AVG VIKOR
13268,32,0.6933542647828362,DARIA-TOPSIS/DARIA-VIKOR
13269,32,0.3277734170591313,DARIA-TOPSIS/AVG TOPSIS
13270,32,0.26962323390894816,DARIA-VIKOR/AVG VIKOR
13271,32,0.9011207046921332,AVG TOPSIS/AVG VIKOR
13272,6,0.9049145299145299,DARIA-TOPSIS/DARIA-VIKOR
13273,6,0.09669893598465029,DARIA-TOPSIS/AVG TOPSIS
13274,6,0.15367172510029647,DARIA-VIKOR/AVG VIKOR
13275,6,0.9504186289900576,AVG TOPSIS/AVG VIKOR
13276,8,0.802568463282749,DARIA-TOPSIS/DARIA-VIKOR
13277,8,0.22084859584859584,DARIA-TOPSIS/AVG TOPSIS
13278,8,0.0964154892726321,DARIA-VIKOR/AVG VIKOR
13279,8,0.9276338740624455,AVG TOPSIS/AVG VIKOR
13280,10,0.8119004011861155,DARIA-TOPSIS/DARIA-VIKOR
13281,10,0.012667887667887623,DARIA-TOPSIS/AVG TOPSIS
13282,10,0.033533926391069224,DARIA-VIKOR/AVG VIKOR
13283,10,0.9407160300017443,AVG TOPSIS/AVG VIKOR
13284,16,0.7653061224489796,DARIA-TOPSIS/DARIA-VIKOR
13285,16,0.2799799406942264,DARIA-TOPSIS/AVG TOPSIS
13286,16,0.12031222745508463,DARIA-VIKOR/AVG VIKOR
13287,16,0.9449895342752486,AVG TOPSIS/AVG VIKOR
13288,24,0.41867259724402583,DARIA-TOPSIS/DARIA-VIKOR
13289,24,-0.22244025815454394,DARIA-TOPSIS/AVG TOPSIS
13290,24,-0.2512210012210012,DARIA-VIKOR/AVG VIKOR
13291,24,0.8613073434502005,AVG TOPSIS/AVG VIKOR
13292,32,0.719540380254666,DARIA-TOPSIS/DARIA-VIKOR
13293,32,0.21633525204953774,DARIA-TOPSIS/AVG TOPSIS
13294,32,-0.05666753881039588,DARIA-VIKOR/AVG VIKOR
13295,32,0.8810395953253096,AVG TOPSIS/AVG VIKOR
13296,6,0.9309262166405023,DARIA-TOPSIS/DARIA-VIKOR
13297,6,0.2937162044304902,DARIA-TOPSIS/AVG TOPSIS
13298,6,0.1526033490319204,DARIA-VIKOR/AVG VIKOR
13299,6,0.9698456305599162,AVG TOPSIS/AVG VIKOR
13300,8,0.9119134833420548,DARIA-TOPSIS/DARIA-VIKOR
13301,8,0.18461102389673822,DARIA-TOPSIS/AVG TOPSIS
13302,8,0.23822605965463106,DARIA-VIKOR/AVG VIKOR
13303,8,0.94570905285191,AVG TOPSIS/AVG VIKOR
13304,10,0.7244025815454387,DARIA-TOPSIS/DARIA-VIKOR
13305,10,0.2527036455607884,DARIA-TOPSIS/AVG TOPSIS
13306,10,0.3586691086691086,DARIA-VIKOR/AVG VIKOR
13307,10,0.9427437641723356,AVG TOPSIS/AVG VIKOR
13308,16,0.7476452119309263,DARIA-TOPSIS/DARIA-VIKOR
13309,16,0.4447060875632304,DARIA-TOPSIS/AVG TOPSIS
13310,16,0.36963631606488745,DARIA-VIKOR/AVG VIKOR
13311,16,0.9117172510029653,AVG TOPSIS/AVG VIKOR
13312,24,0.8323739752311181,DARIA-TOPSIS/DARIA-VIKOR
13313,24,0.4132435025292168,DARIA-TOPSIS/AVG TOPSIS
13314,24,0.01362724577010288,DARIA-VIKOR/AVG VIKOR
13315,24,0.6934850863422293,AVG TOPSIS/AVG VIKOR
13316,32,0.8677612070469214,DARIA-TOPSIS/DARIA-VIKOR
13317,32,0.11036978894121752,DARIA-TOPSIS/AVG TOPSIS
13318,32,0.0716248037676609,DARIA-VIKOR/AVG VIKOR
13319,32,0.9196755625327054,AVG TOPSIS/AVG VIKOR
13320,6,0.9102128030699459,DARIA-TOPSIS/DARIA-VIKOR
13321,6,0.5120791906506192,DARIA-TOPSIS/AVG TOPSIS
13322,6,0.34613204256061403,DARIA-VIKOR/AVG VIKOR
13323,6,0.891810570381999,AVG TOPSIS/AVG VIKOR
13324,8,0.8080847723704867,DARIA-TOPSIS/DARIA-VIKOR
13325,8,0.20639281353567063,DARIA-TOPSIS/AVG TOPSIS
13326,8,0.09155328798185947,DARIA-VIKOR/AVG VIKOR
13327,8,0.938295831152974,AVG TOPSIS/AVG VIKOR
